"Leading.razor.protein","Gene.names","Protein.names","Label","t1.1","t1.2","t2.1","t2.2","t3.1","t3.2","t4.1","t4.2","t5.1","t5.2","t6.1","t6.2","t7.1","t7.2","t8.1","t8.2"
"Q921I9","Exosc4","Exosome complex component RRP41","L",488981.084201253,491728.474985058,451220.409420718,463839.519862831,404728.942988955,453669.458010049,400577.191906165,396384.901417405,399809.37121174,525576.977416217,536315.302469854,443362.937098493,451379.96289923,450887.908426772,432930.393171591,500268.049088532
"Q921J4","Ube2s","Ubiquitin-conjugating enzyme E2 S","H",17559.5741664975,24557.6767502206,30804.591200097,17124.1693827453,20468.3357701888,17056.1793137501,12623.3458673381,13781.4773825527,14387.7901296073,18229.3358584899,12118.1692359516,18768.809433153,11107.7867622109,11193.3978707227,8258.67263112992,11854.1431899834
"Q921J4","Ube2s","Ubiquitin-conjugating enzyme E2 S","L",179211.640193166,198232.671403676,165363.211370216,144217.935086809,147977.359412785,130401.232905581,114631.77752973,94962.5966477051,102449.273105246,106555.018925648,93764.8219101371,101468.737516306,73354.1526464101,91148.013653667,60386.5898031641,72282.2075129205
"Q921L5","Cog2","Conserved oligomeric Golgi complex subunit 2","H",7076.38177102173,5928.4051581202,9314.20353415371,5786.01529901989,5777.31362136782,8011.04574639352,9565.44486183634,3483.01772094118,6138.74900387265,7138.51430505328,7464.0732056336,8101.33320425767,6073.55847130648,4178.68387615194,4608.12917561777,6896.09052839191
"Q921L5","Cog2","Conserved oligomeric Golgi complex subunit 2","L",93118.0710840686,94437.2087824318,128299.84568922,96726.2452971039,101170.078479744,91492.9471730966,104331.754487148,88700.839226515,109257.669903829,93092.8754346027,94013.063191872,119717.298985288,102610.948163375,95569.4010368545,87786.0860131364,98325.025229725
"Q921M3","Sf3b3","Splicing factor 3B subunit 3","L",527192.851046119,402647.716645385,410062.804026545,374783.938549186,396207.959228512,449016.647990715,396051.005629678,352307.613526899,531193.605310999,509553.46921088,524273.127404058,467437.212226916,521129.184416134,454539.445252421,587736.790450763,488846.200804975
"Q921M3","Sf3b3","Splicing factor 3B subunit 3","H",25950.6773695296,26774.744824432,20074.7550110988,25213.7469262486,21148.9626422513,25183.8922358054,22805.7716914207,18149.1323721221,16112.9363223733,21249.6533583717,25351.0369384948,23606.7609868552,19992.1508753711,21565.1760769351,22162.6740929057,20753.2695392183
"Q921N6","Ddx27","Probable ATP-dependent RNA helicase DDX27","H",44578.6391804832,52419.5999084388,34707.3949253341,31971.3117916608,33344.3229088987,40459.0830782143,29919.2212164074,35162.4965221825,34756.8138424808,35497.4318158768,43439.0856207215,37215.1005798289,31439.3016304713,38307.9929790511,34913.8617433664,36450.9200647135
"Q921N6","Ddx27","Probable ATP-dependent RNA helicase DDX27","L",364866.347670792,239743.890833178,275066.472136299,356567.53595622,302770.803414025,279152.049067186,215534.795338223,262133.781616654,366504.39358156,317453.300038805,293869.551103319,336643.417531532,303075.029158619,274925.286922083,233500.561840071,233047.516301965
"Q921N8","Gps2","","H",8838.83816860222,9802.72667000387,8798.76024993502,8099.37532559257,7995.78980465174,5260.97403691728,6140.69031121516,2442.0763441739,14663.4421156686,9296.493202173,11253.6047719786,11775.152388387,8429.94077158418,10343.3147488741,9991.62446348197,9543.41336210241
"Q921N8","Gps2","","L",349318.20810236,302729.118539784,236544.822063593,355363.408151691,353346.026786067,311536.302324036,233418.40789679,351235.811342492,610939.103107145,413839.730174049,502274.860043459,422560.995076226,510587.313373479,516198.170924119,507719.088339697,393239.605416968
"Q921Q7","Rin1","Ras and Rab interactor 1","H",5862.86515929837,6033.00000844531,5715.15664917728,4080.13644221581,5226.9045922535,4144.62733027699,5631.6001303863,1047.90994623442,4507.42811493374,6489.43552755269,5072.20663357716,5175.44801836411,2898.08188842599,4409.63904341372,3173.26320980239,2108.61534765688
"Q921Q7","Rin1","Ras and Rab interactor 1","L",118830.504776789,106781.833559174,104252.114720511,109232.661138435,112495.248555237,103952.158881773,116596.708831438,125687.652934654,123877.588021698,109001.546625458,129199.600424745,134918.820418798,92615.7944658267,108476.337245326,82340.6743781634,115556.325984846
"Q921S7","Mrpl37","39S ribosomal protein L37, mitochondrial","H",7505.20246105546,8955.79585236085,7688.38120818721,8558.25524365425,7749.13235524989,5802.09371881653,9815.44783746215,4713.73948956039,8122.51064641855,8019.867587387,7225.4381957207,10469.6579229275,6680.37981823939,8191.64930102217,6836.81514866476,7726.16815325731
"Q921S7","Mrpl37","39S ribosomal protein L37, mitochondrial","L",93649.1946980639,91175.5300460782,88401.4161657923,98003.0392071188,87643.0921801261,100352.496669108,105186.667599417,102457.881365482,145876.896337849,118187.46759358,120248.647541961,124534.245638222,131912.467166273,127746.479923185,135302.344576086,135768.765736795
"Q921U8","Smtn","Smoothelin","L",376727.772229167,382669.547406385,263820.29963055,409691.12912457,358725.84278726,296639.502355742,259267.64537959,354843.086802113,372315.883573409,405967.465597122,329099.554338395,341680.339558754,331527.674582183,382944.48958076,351873.625847807,298075.420576695
"Q921U8","Smtn","Smoothelin","H",83262.8147081771,83491.8110139714,54355.3306976169,77673.43528174,60244.5736146948,52170.1067515136,58223.1917490801,51590.4012860106,71415.3673173693,84394.6373094997,57921.7292872968,66802.8785493999,72865.1940471602,84016.7905139242,75269.1216516488,71491.1246935626
"Q921W0","Chmp1a","Charged multivesicular body protein 1a","H",8574.73302974423,12283.7032518696,13156.7590082583,11634.7961801561,12411.7596280613,13650.6280081404,9607.25720619188,6106.63887486948,7268.81851815792,14515.544257031,9813.04444509909,13597.8814567263,6992.68064805585,14231.4421242774,7964.31787997277,11913.1510976052
"Q921W0","Chmp1a","Charged multivesicular body protein 1a","L",140056.512650784,156073.207145997,196802.484564497,180645.229604073,162746.458235075,186061.49054838,142852.247815193,147398.457361794,128643.465780706,204859.4560446,155160.12202128,189775.112910799,107514.278446672,172992.106326095,151957.841948344,161895.68211858
"Q921X9","Pdia5","Protein disulfide-isomerase A5","L",144445.453755548,132733.739762459,134747.289015001,88434.089969297,123364.746234245,150866.474574939,125175.705914387,141109.00666454,143090.324193041,139427.114320798,135876.434898992,165699.419730003,133515.967759463,149729.247394358,122693.191412437,152359.409209165
"Q921X9","Pdia5","Protein disulfide-isomerase A5","H",18535.5418200626,24373.0325641287,21257.9476490482,15505.5272129898,15036.2885456836,10062.5021026128,9474.47812456284,20266.7720321043,18240.7002204947,15397.9377297133,10930.225324508,7869.21575652935,15320.5209737063,12451.3298611435,13079.0720195554,25925.7936311006
"Q921Y0","Mob1b;Mob1a","MOB kinase activator 1B;MOB kinase activator 1A","H",22954.8488529684,24489.1262140667,27775.8273435851,20303.5450006609,14708.4925924807,21541.1277045881,10940.896773032,18228.6917152204,16910.1094306347,17021.6748638133,21450.5196435458,24931.1332745239,23681.6312096237,19142.1526347942,16835.3976381247,23569.4442443859
"Q921Y0","Mob1b;Mob1a","MOB kinase activator 1B;MOB kinase activator 1A","L",86831.9878045044,131628.085953526,148427.038061273,145039.865328808,121894.167136497,141519.557900575,111393.809672197,115050.176893511,115373.827880272,129017.929502772,123616.549375766,140599.892736242,104603.870329197,109373.222696355,128371.545656239,107982.487488912
"Q921Y2","Imp3","U3 small nucleolar ribonucleoprotein protein IMP3","L",143145.657569399,122926.59047722,102795.591238019,107850.323913254,98780.0497440279,106460.051737787,116514.57744074,99777.2446431858,137598.010185052,134767.061559255,111328.130371881,104873.835775841,99689.7409602721,122278.248605676,79288.2186338925,90641.1047548659
"Q921Y2","Imp3","U3 small nucleolar ribonucleoprotein protein IMP3","H",21201.2445156211,26656.2076795763,23249.032858707,12531.634155574,19928.0127704038,24723.6437388697,18616.4485582983,21328.3476145665,21326.7589215873,37669.453282702,20254.0156879044,31003.942559879,23728.5363290163,25427.0368390228,30022.3694808176,30278.4945815597
"Q922B2","Dars","Aspartate--tRNA ligase, cytoplasmic","H",200417.030610415,240170.407846512,170960.009764037,210230.730086352,158906.337648686,157186.615361379,168257.303804116,187116.135792934,155443.781939802,169600.747913717,146935.603022598,197259.41607646,169596.705484511,143697.955402322,124693.886067604,151919.081293466
"Q922B2","Dars","Aspartate--tRNA ligase, cytoplasmic","L",9420084.94892305,9628533.2342794,10633861.8569573,10003994.9534876,9233396.12355979,9719772.6289457,9925987.35622958,8501154.46092742,10538607.6618743,10629729.8244318,9137396.447218,10929401.8465204,10363543.3418898,9755003.45363384,8834392.70903473,9999384.02617979
"Q922D8","Mthfd1","C-1-tetrahydrofolate synthase, cytoplasmic;Methylenetetrahydrofolate dehydrogenase;Methenyltetrahydrofolate cyclohydrolase;Formyltetrahydrofolate synthetase;C-1-tetrahydrofolate synthase, cytoplasmic, N-terminally processed","H",103322.210684546,104067.011196718,106202.573238905,99301.7823906416,78894.2992375906,88228.9246209946,53890.3253444871,78510.0756384867,57190.0978681154,75634.7367005342,57897.5804514989,78724.7639070343,57932.0984514697,72778.013486888,46295.3871902927,60114.9951417932
"Q922D8","Mthfd1","C-1-tetrahydrofolate synthase, cytoplasmic;Methylenetetrahydrofolate dehydrogenase;Methenyltetrahydrofolate cyclohydrolase;Formyltetrahydrofolate synthetase;C-1-tetrahydrofolate synthase, cytoplasmic, N-terminally processed","L",515405.828614261,471759.482672673,590077.031656487,679429.393908997,578201.263038929,599798.690172834,466103.730910846,531839.049710712,546983.800826835,659091.129700633,437464.577855424,532767.416798963,392094.182702089,505709.673439828,412551.34349153,514376.492695578
"Q922F4","Tubb6","Tubulin beta-6 chain","H",171831.038883748,251182.764009641,116363.774107351,126185.532786654,101139.820391756,84999.0094117344,97207.4909957191,105853.65621673,50525.0919165678,66885.9037168773,86326.2386138924,91128.7427571919,81410.1614429294,71209.1707582729,61330.4611532261,71332.4281325937
"Q922F4","Tubb6","Tubulin beta-6 chain","L",1186122.17453493,1162013.29562463,1196983.43747779,1241634.72309939,1135099.1211115,1102857.41973922,1246840.00211256,1118174.30367433,843444.19572168,956796.624010122,1140906.75391181,1006302.4314843,1033794.28549703,847344.516986794,921502.506634117,869619.994003658
"Q922H1","Prmt3","Protein arginine N-methyltransferase 3","L",75630.2098106,68229.8965492825,73988.3742090771,67769.0824644841,61779.631257084,74652.4466449637,62391.2353855216,51217.1755654586,61015.4634861098,60181.2528062078,46227.0920159295,59889.6693882929,53614.7330992268,47762.2545034122,47953.9083128712,43228.4989130918
"Q922H1","Prmt3","Protein arginine N-methyltransferase 3","H",19036.4115573113,22857.181192081,21455.4210400251,19236.9037093391,18221.4926294162,12503.5178157996,14414.0590675648,6808.83537481187,16467.6154530099,5035.87353447687,9996.229390931,13767.5159717901,15234.3464520315,15492.5261082961,13907.9846795458,13608.5127460012
"Q922H4","Gmppa","Mannose-1-phosphate guanyltransferase alpha","L",87810.5326401628,65621.8692882322,83934.6183735868,80494.4399740275,77489.5224758329,74119.5194130608,85239.192745801,71688.2986346644,75395.4607475398,81907.1885213775,75345.9465419878,85657.4181112996,76744.5964822837,72244.8489940612,64526.4639986523,77006.4103490123
"Q922H4","Gmppa","Mannose-1-phosphate guanyltransferase alpha","H",25281.0358205932,17326.8114051768,20126.1861382137,19527.1011254631,22084.1717010459,18243.0814060729,17594.4105101078,14940.7939393592,16822.9578064702,18121.052043205,19595.7482890973,24584.3308411673,21811.3168442611,18571.8328234956,19176.8338843025,16799.1050216487
"Q922J3","Clip1","CAP-Gly domain-containing linker protein 1","H",71608.3490770279,61575.8507963593,61806.0268950213,60847.6826175387,54932.6582038085,53662.7209829845,51992.1569080967,43602.0676532081,61358.5776687599,50857.8186740071,53257.7416503502,56149.9107688411,45827.7197083405,59544.6931171056,51480.215710341,50965.1793994716
"Q922J3","Clip1","CAP-Gly domain-containing linker protein 1","L",467501.055813982,512384.852270457,520950.40202157,580584.249808484,536096.323119183,531977.827264081,410225.514807706,423224.753974167,589109.952896676,483702.554649466,512741.606530459,570761.825785769,381150.236612733,465710.492623086,473201.834077078,476463.763289106
"Q922K7","Nop2","Probable 28S rRNA (cytosine-C(5))-methyltransferase","H",453043.288373775,441071.287248059,306727.242554472,366930.862092702,275599.760831503,293670.82598565,312698.346039919,196004.410396922,280835.072427815,340482.386222649,305610.032166945,308366.123799206,303238.324423109,270598.936921619,299495.522263433,283472.798139935
"Q922K7","Nop2","Probable 28S rRNA (cytosine-C(5))-methyltransferase","L",4693178.57138311,4506423.79445091,4599717.50900973,4982132.9639139,4327830.53460792,4816004.45922475,4083964.73625153,4064675.1642734,4520015.87686865,4832636.98341409,4687056.00494348,4193101.98640477,3793860.58715205,3776024.33522124,3660060.82495861,3881191.07456747
"Q922M3","Kctd10","BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 3","L",21878.5952005581,27768.0531498397,23843.7170577763,22622.789300557,28685.2077355859,23643.0763036419,16955.1545191721,24948.7457050028,24669.1946954303,26859.1710662717,27028.9102240168,25131.6990569635,23547.2425884802,25593.2328650921,20991.7593299522,23158.0748312507
"Q922M3","Kctd10","BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 3","H",29256.6193278826,34348.462359088,28310.3890707519,28838.1697498577,27033.2602175766,23028.3081682043,26760.5225950485,25391.8381220305,28595.2665540467,31979.6120760864,23449.5752985276,28245.8306953103,20185.9999164703,25453.1124224233,25606.6448496355,24721.4372778909
"Q922P9","Glyr1","Putative oxidoreductase GLYR1","L",522303.824563874,457036.375422153,417123.798435883,397145.297992089,405901.263790822,458619.871314963,437383.130232631,378801.300132858,665568.352573324,510729.50841896,574218.797731094,475170.826725322,481820.949058349,506797.875350752,582956.626603863,477579.260675544
"Q922P9","Glyr1","Putative oxidoreductase GLYR1","H",67842.7498846387,51342.5825331567,45559.2495452793,41269.3042531145,55718.3778993292,49682.8622133476,51562.8337294461,32712.0940950089,70850.6434459252,54781.9367639446,52669.6666139647,54485.6490531318,54797.9420063239,52463.5962270647,56013.016691675,51782.3645403188
"Q922Q2","Riok1","Serine/threonine-protein kinase RIO1","H",42062.9733033086,45735.3698065317,42725.9466120655,31680.7407708813,41900.2475566609,44479.9876942613,39476.577380675,53456.1678851615,30167.3119031258,65300.0295114648,27855.3349355087,32526.5762948819,38895.252143784,26139.5784220554,30863.3830555523,48174.2541283889
"Q922Q2","Riok1","Serine/threonine-protein kinase RIO1","L",25614.948978759,30822.3112316375,17038.0544851788,22479.7921186819,26075.0874312912,26045.303273989,19104.2592424462,17156.2560244977,19808.6004269262,17466.8763329964,18510.6200196288,20709.7686180519,19692.5144277907,22298.9219805352,18257.2551205899,20834.2541734436
"Q922S8","Kif2c","Kinesin-like protein KIF2C","H",74200.4340058364,78485.9412809491,67801.293889234,45926.2862833517,44959.376273777,41024.1113386743,43248.3992777473,44217.8357915775,37531.1578164785,33974.6971646218,28881.589123217,37090.9323689594,31546.4198333633,25549.295984637,8283.58034731211,16840.559316415
"Q922S8","Kif2c","Kinesin-like protein KIF2C","L",249751.355112668,316051.141283623,300536.891974651,273581.349072757,274916.342290608,282614.445944199,211401.221997575,237456.267115457,177961.336715461,202660.285609677,148925.746720454,196116.643120749,126218.403835355,146481.738838982,104229.212331631,100402.698615738
"Q922U1","Prpf3","U4/U6 small nuclear ribonucleoprotein Prp3","H",6718.15346006332,5418.588186821,3405.35944882017,4243.12147315772,3575.40734341065,3737.26193403181,2970.96617286255,3963.30962879712,5116.97134125432,3663.86246472804,4325.20010991995,3143.8221098966,4463.93839626121,4273.53022896044,3246.12080065921,3180.87332615684
