"Leading.razor.protein","Gene.names","Protein.names","t1.1","t1.2","t2.1","t2.2","t3.1","t3.2","t4.1","t4.2","t5.1","t5.2","t6.1","t6.2","t7.1","t7.2","t8.1","t8.2"
"Q99M28","Rnps1","RNA-binding protein with serine-rich domain 1",263428.254389659,270968.86418288,244824.037732818,248141.556737557,216459.337063438,257622.78391803,220683.66885051,233149.335863183,313848.284683122,267206.418031561,296809.653745416,252189.220652987,244328.464437289,260297.876098246,236301.303478881,220677.997730933
"Q99M31","Hspa14","Heat shock 70 kDa protein 14",2034016.73560269,1893178.31282431,1906463.40968373,1746833.27973241,1801923.79150734,1857919.46443524,1683369.80316199,1581813.15006696,1558450.5256658,1752841.21298252,1573758.31719893,1701418.96406564,1513951.21504209,1738967.9447911,1364504.74020231,1552943.7845831
"Q99M51","Nck1","Cytoplasmic protein NCK1",382755.635805608,381691.332879554,463422.458367871,402800.062400695,407053.147620953,460987.397567477,408419.613559051,382650.979895181,420628.91618737,462885.810857791,415501.609255344,437330.624745884,355211.087695916,411623.834951022,427884.176109789,435064.69735735
"Q99M71","Epdr1","Mammalian ependymin-related protein 1",53100.4985226399,58104.8308382598,55744.3828956635,43496.4657229145,56995.2542741889,54833.3470644097,54842.2164090393,43411.5900275759,53259.2381838948,49849.6487936513,50250.0656284437,48425.4508523057,57862.7275077037,57325.1758976285,63279.7302604515,62143.473495603
"Q99M87","Dnaja3","DnaJ homolog subfamily A member 3, mitochondrial",149415.346663752,167768.284578186,164057.318906411,178030.038292617,132487.076302346,144722.96233547,124434.642449794,135907.859964774,211809.454876457,186025.691428687,174563.445779605,180131.727152479,166000.216764274,161577.161873707,140040.807427824,147383.751023164
"Q99MB1","Tlr3","Toll-like receptor 3",24065.1132482303,21264.7590687574,30262.0507492586,18628.7084858433,22305.9838467304,26349.122412976,25865.0028762841,20999.872691397,26835.9613399709,17627.8488244741,20224.4782639804,18256.2299351613,17768.2645266486,29943.9764661148,26632.954288078,24189.9838231655
"Q99MB7","Rnf141","RING finger protein 141",120921.994370173,152376.981919905,116992.812729159,113188.794922249,147013.736319829,116680.960352217,131994.431374666,155320.937300753,114548.874136417,97965.1156583321,144015.421180826,137722.237200455,149166.982167775,148358.318078574,189707.936214733,151945.303947234
"Q99MD6","Txnrd3","Thioredoxin reductase 3",185309.147583387,202064.197914805,192688.040136957,214693.026437374,213086.563729072,184312.557071258,178588.610655291,182514.197974592,156266.952938732,171024.383485897,164350.357602919,190770.446889556,161243.328826468,169766.662481278,155204.016285364,161265.228068748
"Q99MD8","Mynn","Myoneurin",104932.98068621,93482.5070071327,110501.165847039,78522.9221158879,89395.9176295508,92028.2873321982,81864.3621182474,98812.996273126,84992.0979205162,100420.304797979,106593.05550209,86108.7069161255,107302.529419279,108071.197423571,111089.456638176,94259.1854662684
"Q99MD9","Nasp","Nuclear autoantigenic sperm protein",290968.901618868,375391.74794969,331671.058122268,312587.572782005,277667.308614912,254302.848824955,334069.297763371,365765.579800401,159082.565482962,211363.038750747,372248.657456922,311221.519180121,259592.280788671,249550.53234744,277694.585240998,236558.098470384
"Q99ME2","Wdr6","WD repeat-containing protein 6",519332.711819295,465921.535670783,574061.623079609,514250.222772816,502475.225079587,517368.654573788,575262.393974876,494714.500110215,640069.695008055,645194.03903041,598023.639960837,571073.132880496,546250.071002813,616684.330259724,497742.665793426,518906.287621698
"Q99ME9","Gtpbp4","Nucleolar GTP-binding protein 1",1216154.55769562,1030836.6453365,1016014.0563499,1160484.52760022,1015351.04331734,1038042.5296057,938020.212766548,972724.338251335,1318734.11908973,1145954.31365323,1081418.02024745,1013606.32603394,956397.482995221,1059346.32696983,978286.174031793,894093.716207188
"Q99MI1","Erc2;Erc1","ERC protein 2;ELKS/Rab6-interacting/CAST family member 1",2606816.98905661,2430893.7764856,2340739.77872664,2452085.50405063,2446862.47574033,2410637.43483023,2439632.52388269,2345827.26769562,2777546.30708266,2571386.08065797,2493198.47927532,2327215.20533657,2263894.66098115,2561059.09158042,2419384.96746059,2335686.37493271
"Q99MJ9","Ddx50","ATP-dependent RNA helicase DDX50",1397812.21089334,1293589.97914432,1370504.77111777,1250626.09378594,1288735.37246822,1451767.91280805,1414687.78896319,1329464.44428413,1363858.92566131,1448253.77305323,1548287.33764322,1433787.77291366,1448504.99689285,1410705.14582922,1386306.62468978,1468861.66083051
"Q99MK8","Adrbk1;Adrbk2","Beta-adrenergic receptor kinase 1;Beta-adrenergic receptor kinase 2",165119.632217247,195009.991629649,190423.718707643,197222.958566106,166242.311735197,173719.50007601,150038.899310639,155497.595773207,145003.447198908,153763.892336443,130661.272425183,137372.867005782,119837.57020943,135659.572851199,108084.668889203,122343.316638428
"Q99MK9","Rassf1","Ras association domain-containing protein 1",41719.4987202665,44145.0677514553,53140.9633915187,53455.001051714,49020.4960783171,38620.3443435487,37219.0549772842,35545.8288475281,43914.8675953396,51755.2847642072,40975.8717957132,35108.5173584605,51834.6905886256,32255.5045711482,40698.2337249768,46920.0990435748
"Q99MN1","Kars","Lysine--tRNA ligase",12812988.067319,11807282.7996463,11228760.6885055,12333257.109498,11376721.4377041,11727100.1454341,11461913.9086244,10912028.3423717,11943176.5619346,12380305.5483757,11233768.604983,12244562.594607,11980977.7574319,11134275.8694856,10414024.6730822,10937250.4469489
"Q99MN9","Pccb","Propionyl-CoA carboxylase beta chain, mitochondrial",1437721.77312671,1384890.99867436,1310868.18393161,1341157.49827147,1302676.76542344,1157140.5211193,1542800.55847202,1420037.91672832,1954204.50324231,1611106.57098555,1695654.84672873,1838795.67318303,2081643.72970834,1884970.89903751,1775971.1743029,1781395.80469301
"Q99MP8","Brap","BRCA1-associated protein",492243.589461272,496119.903471863,446989.855804921,435714.405487298,452599.715420443,497642.510990863,448417.103201354,406541.903592277,421124.02593655,477905.83961777,475913.732137765,447775.143205042,396231.091201764,416671.775113734,355737.548610933,325020.925901944
"Q99MQ1","Bicc1","Protein bicaudal C homolog 1",4412241.60154537,3768820.37851126,3926333.05353384,3923259.16601192,3827421.3903199,3943862.08398016,3801868.68129062,3697148.35928742,3524820.28985541,4308479.55704947,4101891.88512659,4383157.85823946,3866912.06521321,4104124.22296847,3442656.39984903,3786143.4013259
"Q99MR1","Gigyf1","PERQ amino acid-rich with GYF domain-containing protein 1",466784.177341885,341563.63003314,332561.091145885,322627.424665566,336337.176401668,399720.79468817,283752.83069814,313910.815347153,456535.522386091,432694.247708007,415469.050220563,396048.794552424,304358.119225164,367892.383709827,316781.794403602,287965.8936823
"Q99MR3","Slc12a9","Solute carrier family 12 member 9",31735.5062611579,49027.0771522325,31852.0203776874,24526.2277070771,26471.1375793666,32772.5394482902,35749.359665793,32036.0936856158,14514.3958860573,19102.394501927,21997.6862126648,19600.5323962956,28509.1930496034,32838.2730475095,32529.4905478082,36133.8189015717
"Q99MR6","Srrt","Serrate RNA effector molecule homolog",3704422.55764983,2901339.66189078,2948040.05227484,3114295.74038933,2849502.61175915,3236307.12092378,2813604.38550185,3085816.52566287,2854361.71027621,3144759.59708131,3449935.07166928,3006278.13273425,3046009.20758012,2877714.15204327,3332768.36335048,2950471.28713837
"Q99MR8","Mccc1","Methylcrotonoyl-CoA carboxylase subunit alpha, mitochondrial",273870.881459239,330638.906514529,309639.625539583,267157.601475366,280743.304267721,297571.71178073,384828.031199582,351771.515338289,377472.440088074,364585.357282802,341291.265968112,391159.445562084,368822.237837001,383310.035168783,426935.937011692,368587.728622595
"Q99MS7","Ehbp1l1","EH domain-binding protein 1-like protein 1",77655.73236961,101407.326290015,95751.7252294072,80757.1546033134,81757.2123590357,87669.7950455694,82373.5946044158,75042.8492867899,49812.0133379181,56147.3112363929,69645.1747829485,73510.4229354427,68886.0736741903,64100.3575685921,61685.3379561392,71468.9867770098
"Q99MS8","Tpgs1","Tubulin polyglutamylase complex subunit 1",43164.242884454,44424.0107595224,55369.2274805848,49973.2090188268,53230.4819837307,55915.5257497449,44516.3841869191,35942.9783457512,46214.7767641605,49468.2760806262,43461.0870608788,58369.9708773969,41129.0238333053,47443.9198466316,39193.1145648322,45556.1444168388
"Q99MU3","Adar","Double-stranded RNA-specific adenosine deaminase",923513.829096821,869150.939964908,844519.911017375,920156.481332753,819627.998942006,886208.828765607,776610.651649173,781865.446782546,1173770.51939037,1120133.49866975,1024701.95421309,947934.596676514,930705.241492765,1078359.26711427,889980.205689633,907754.022211293
"Q99MY8","Ash1l","Histone-lysine N-methyltransferase ASH1L",75673.3564917692,65788.0947104417,71975.2234297275,57208.3615077185,57727.5256542513,62615.9958526217,61033.6951389389,56645.9186949149,60293.1439746108,66117.1080057114,62818.0396388059,62246.7488161419,64273.9638685743,61193.3467286769,51194.4910873509,58571.501291867
"Q99MZ3","Mlxipl","Carbohydrate-responsive element-binding protein",2841.0743894252,1381.31406417083,1303.27400433316,2946.35379538726,1746.10010739529,2241.76157465004,1935.42618739923,1980.81395697583,2212.21625082169,2287.21328267597,1704.82464640696,2832.77142849352,2112.90237012607,2679.10301181032,1905.39549117755,2215.60286542607
"Q99MZ7","Pecr","Peroxisomal trans-2-enoyl-CoA reductase",21805.3446852174,21530.1884874147,23649.3731625559,25451.5042443814,18997.3506587111,25991.3565252906,25959.6518343656,23578.2135331814,40565.7897999477,27504.0517377984,25905.2368482539,22379.3396207631,26210.2767676438,27116.4771832154,28000.3062504327,23664.7025996538
"Q99N05","Ms4a4d","Membrane-spanning 4-domains subfamily A member 4D",10436.5330073348,12050.7433561814,10818.2625843602,10338.2692046397,10038.2625517121,9291.11654293339,7453.93500657197,8387.57729094765,4157.69987606256,6364.87324543938,6161.30754748028,5038.49277751932,9489.29752315627,12172.4792954082,10247.8756290498,13272.2586172512
"Q99N57","Raf1;Braf","RAF proto-oncogene serine/threonine-protein kinase;Serine/threonine-protein kinase B-raf",426896.395738392,379949.431204632,476821.737182472,448880.566145419,436486.128345972,450564.995510137,432486.681700971,407382.881411734,444933.262151923,423644.011341079,369390.552615764,407450.610048374,313209.901242953,396381.526400617,394630.180393095,394934.329713031
"Q99N80","Sytl1","Synaptotagmin-like protein 1",37907.2113737253,52696.5797432163,40016.4892325565,25780.3310699633,41467.0284472212,40392.7177701062,57177.5937647105,46952.9187831119,30031.7795217301,38037.836142358,40683.9599910395,40238.7842111115,64808.5408926461,50102.3384677146,56925.2057381051,66256.3965318363
"Q99N84","Mrps18b","28S ribosomal protein S18b, mitochondrial",166312.793178402,130936.467359548,142367.808006452,184903.115589453,135635.95249149,110537.208449841,139808.823360316,142088.724360555,150750.418819413,132779.748808298,147920.08908239,134768.613897573,133812.132225454,163618.160919835,130645.004383098,125222.572357288
"Q99N85","Mrps18a","28S ribosomal protein S18a, mitochondrial",404064.540123831,314245.008135286,350225.608646054,420587.312951833,343824.149255493,352867.394416717,431242.535647526,375198.212447997,534614.089285274,368033.875028531,435288.173166132,441395.840795128,473884.404918741,470077.923146233,486976.48491771,436286.827051802
"Q99N87","Mrps5","28S ribosomal protein S5, mitochondrial",325171.938824406,269392.278751738,256660.522487927,288815.231335276,277633.684485329,246646.885207486,329956.286424791,297603.113124967,406768.573464367,336641.31519127,337495.106414268,359311.221869838,369602.633593488,356747.956586574,361655.626650681,314896.062949417
"Q99N89","Mrpl43","39S ribosomal protein L43, mitochondrial",115682.22936914,122540.102635536,108993.915999178,102416.516650189,109087.225113942,99373.4151699066,131736.058174332,131627.639596204,79315.7576676451,103879.052498456,122471.415730747,141745.975908417,133418.882640715,127092.297465277,141473.385896187,137034.223804225
"Q99N91","Mrpl34","39S ribosomal protein L34, mitochondrial",356524.083429124,335601.546998785,240386.996426069,329434.053345761,329093.578200063,318275.464365099,322700.745125618,389510.110359475,454143.860441956,355300.650353038,408908.824527737,406056.185494827,476962.315113214,468567.867740617,521243.946238509,449102.970299217
"Q99N92","Mrpl27","39S ribosomal protein L27, mitochondrial",228619.309402717,223528.507653847,229538.906997754,256572.591860778,203733.96970219,210021.375191696,255665.950122046,247565.881623811,248705.032167414,267090.92184245,288439.462912778,260958.840410812,264711.27580818,263840.125451551,313812.635756836,275515.640795021
"Q99N93","Mrpl16","39S ribosomal protein L16, mitochondrial",176926.764964783,189369.419410002,223220.481168949,177104.280592266,186620.888893447,212320.602204621,201284.718958704,191320.366662138,192227.545090095,220841.296424353,205884.864069897,232117.8549426,214860.625778294,211462.029591207,194034.126808311,200516.101481339
"Q99N94","Mrpl9","39S ribosomal protein L9, mitochondrial",322920.747089739,304223.44284223,302645.164350256,317895.763504596,309459.62952496,278878.465916377,349850.759204379,329134.088815232,392212.665537266,351746.764073399,382136.715039973,380654.58848645,421460.077188141,407820.279120365,395791.633016207,390419.785615917
"Q99N95","Mrpl3","39S ribosomal protein L3, mitochondrial",1143758.42988524,1074752.65774746,919556.296583144,1008607.24057511,1037981.58949053,925890.106996098,1194464.57806613,1134802.98393955,946412.622969783,1162026.69785819,1272139.33017607,1108503.33934165,1382184.72902629,1327452.08615498,1238506.06732215,1278635.10290568
"Q99N96","Mrpl1","39S ribosomal protein L1, mitochondrial",486483.797815294,447289.336432298,426735.572866951,513780.41517478,456456.695057853,486499.78837163,562890.536016847,524091.513770342,714083.228274386,568615.564469804,599033.996255058,618947.589999138,622718.503059948,648667.237332893,615852.438247995,598861.715051183
"Q99NA9","Pcgf6","Polycomb group RING finger protein 6",19253.8511054551,17474.1972393109,17888.1525479557,21542.6318919356,17117.2249591683,27182.8936810402,16446.2451396219,17219.931659695,22562.6570268701,33758.8506701436,29508.374502491,24230.626173443,30466.3829045482,25384.8710787552,32576.1811035683,28268.1742229212
"Q99NB8","Ubqln4","Ubiquilin-4",20263.8854961346,25994.5153621843,19370.2152831427,13131.9018492519,16639.7058079468,23393.6575087184,23820.4271940499,18441.9301157659,3465.49420389318,25113.5159121623,17841.2315518697,18752.9975026438,17475.6026386971,23734.8639468887,20950.6334966202,22158.0247827939
"Q99NB9","Sf3b1","Splicing factor 3B subunit 1",6538566.07980089,5616825.01420354,5318840.17274735,5529395.42476118,5231557.78944473,6327657.93500516,5641235.31157528,4837628.94919027,6102596.14144642,6494663.77078029,6918612.22460864,6735107.35565371,7642950.82417055,6264628.85464284,6208507.82475298,6498450.83433728
