"Leading.razor.protein","Gene.names","Protein.names","pVal","phase","peak.shape","period","S1T","S2T","S3T","S4T","S5T","S6T","S7T","S8T","Av_expr","Amplitude","CV"
"Q9QXE7","Tbl1x;Tbl1xr1","F-box-like/WD repeat-containing protein TBL1X;F-box-like/WD repeat-containing protein TBL1XR1",0.833148558758315,6,18,24,298285.43314574,286136.589211622,297412.055979431,285232.425376388,291037.30235484,273793.181484578,279464.118663921,269069.203262857,285053.788684922,0.102493743435828,0.0369926254499788
"Q9QXK7","Cpsf3","Cleavage and polyadenylation specificity factor subunit 3",0.473946784922395,6,12,24,5942.84502884614,5035.57379022209,4743.9078414916,5658.95331640609,5173.28222244816,6615.36831447044,5053.44562585562,5381.07637004872,5450.55656372361,0.343352179011299,0.110810473142049
"Q9QXL2","Kif21a","Kinesin-like protein KIF21A",0.51410437235543,6,18,24,19067.0379702425,14019.8684993774,14027.4343910787,14269.1284770452,14735.8795105958,15175.8792867297,14056.8228634111,13279.7149354508,14828.9707417414,0.390271390751431,0.12142993045571
"Q9QXL8","Nme7","Nucleoside diphosphate kinase 7",0.201692524682652,6,12,24,15389.0563132837,13944.5451701515,11242.3485784386,11414.1174329689,11916.2314739573,10581.6935101168,10015.9498088385,10316.712643364,11852.5818663899,0.453327938588772,0.158801419650055
"Q9QXP7","C1qtnf1","Complement C1q tumor necrosis factor-related protein 1",0.416574279379157,12,12,24,33915.9502683741,35389.3585401054,28077.7658325001,31749.6924644968,32783.5329322025,33081.4282655175,35249.4466298246,31738.4120280553,32748.1983701345,0.223267021439362,0.0716482343463069
"Q9QXS1-3","Plec","Plectin",0.405487804878049,12,6,24,4091734.69976356,4009256.40601045,3891824.94149111,3919814.59202166,3858506.51563219,4059861.47748828,3824466.71173762,3855767.43665715,3938904.09760025,0.0678533879991572,0.025746036342349
"Q9QXS6","Dbn1","Drebrin",0.930570953436807,12,6,24,277025.428966625,271940.233967239,261787.649261657,265742.329915478,246169.499193323,250299.592333984,234493.079519659,248353.41822534,256976.403922913,0.165510719263255,0.0563360885951888
"Q9QXZ0","Macf1","Microtubule-actin cross-linking factor 1",0.442350332594235,6,18,24,282183.28922578,271420.502995581,262533.041076194,262306.201687293,270237.784729443,257675.359449141,260710.061968805,252683.715458609,264968.744573856,0.111332277377147,0.0349698945526068
"Q9QY06-2","Myo9b;Myo9a","Unconventional myosin-IXb;Unconventional myosin-IXa",0.764966740576497,12,6,24,5085.01044472131,5760.97929696161,4749.41551035784,4668.7426735198,4645.15051866433,4831.21554923713,4038.11947838541,4988.4572840953,4845.88634449284,0.355530381048694,0.100145983994214
"Q9QY66","Znhit2","Zinc finger HIT domain-containing protein 2",0.442350332594235,24,18,24,68891.734580692,63279.1288826861,61662.7879717708,65646.9798884677,61066.5277866783,63155.018579972,60639.1630064923,63882.0381325956,63527.9223536693,0.129904635134397,0.0426835675627971
"Q9QYB1","Clic4","Chloride intracellular channel protein 4",0.881513303769401,12,6,24,507929.453620415,480025.010967479,506366.824372452,530189.17251673,471243.186399873,520824.071490656,468698.134970147,462836.876122751,493514.091307563,0.13647492053475,0.052498056548475
"Q9QYB5-2","Add3","Gamma-adducin",0.923579946146942,12,6,24,17169.2069070276,16103.8139412942,13057.5070873692,16518.3275731119,14236.5108851677,18820.4272002745,16304.2917473239,16204.7681518317,16051.8566866751,0.35901891135679,0.109135930085663
"Q9QYC0","Add1","Alpha-adducin",0.258110014104372,12,6,24,221445.970604647,208377.177979666,172016.566056929,193742.078728775,187155.199720167,190206.824263728,185078.319124652,179300.049289774,192165.273221042,0.257223397959426,0.0828264924556069
"Q9QYC7","Ggcx","Vitamin K-dependent gamma-carboxylase",0.220028208744711,6,12,24,113599.945890697,82799.1696515805,70716.8180046114,90773.0131458286,88785.2118364024,93246.5607862191,84130.0132445343,87627.4927573587,88959.778164654,0.482050751146367,0.136004778477842
"Q9QYE6","Golga5","Golgin subfamily A member 5",0.662527716186253,6,12,24,28594.9157646051,27798.1792665567,18620.2423282812,19949.9119647394,19981.6758793804,19812.0236869118,20792.9880757921,23229.1420650219,22347.3848789111,0.446346339420541,0.172149316287743
"Q9QYH6","Maged1","Melanoma-associated antigen D1",0.846262341325811,6,12,24,16155.8473088051,15948.8780377059,13983.1873883892,15360.9333786186,16624.712746471,16258.3591240323,17830.0483125972,16503.8478944231,16083.2267738803,0.239184647352945,0.0685449989985436
"Q9QYI3","Dnajc7","DnaJ homolog subfamily C member 7",0.0734478935698448,6,18,24,234282.76168838,208538.390827356,200796.920659407,204373.47092515,210394.380859106,216602.990301045,192473.782262098,190632.771511366,207261.933629239,0.210603024938952,0.0676010225472286
"Q9QYI4","Dnajb12","DnaJ homolog subfamily B member 12",1,6,18,24,19013.1477870007,22995.1662553197,21761.0678541522,21549.1448749423,26655.8363230148,21790.8425951812,23806.5018549568,23972.0208632353,22692.9660509754,0.33678667296493,0.0988214344636876
"Q9QYJ0","Dnaja2","DnaJ homolog subfamily A member 2",0.0881374722838137,24,6,24,509263.445799347,600297.641524685,577973.842564038,595789.034795676,527279.034454987,544079.314599064,559061.051485933,601668.236209731,564426.450179183,0.163714493502296,0.0624835738556213
"Q9QYJ3","Dnajb1","DnaJ homolog subfamily B member 1",0.473946784922395,12,12,24,18383.6506725288,17652.545282767,15418.3786294693,14985.3754092182,13016.852399953,15614.2983023055,13881.2364885468,13815.0020330451,15345.9174022292,0.349721566453642,0.122330658194753
"Q9QYR6","Map1a","Microtubule-associated protein 1A;MAP1A heavy chain;MAP1 light chain LC2",0.0736953455571227,6,12,24,74169.7036364666,70742.5200358883,64541.0090837781,70833.1766447607,78631.1520906216,65805.3779683579,67762.0221014154,66934.0669049874,69927.3785582845,0.201496799927933,0.0672691718016144
"Q9QYR9","Acot1;Acot2","Acyl-coenzyme A thioesterase 1;Acyl-coenzyme A thioesterase 2, mitochondrial",0.0176304654442877,18,12,24,147717.008345509,170833.310684362,172680.889936469,169288.533281955,163877.638931493,169434.268051837,179027.427239367,173278.556625918,168267.204137114,0.186075587660828,0.0555204219695024
"Q9QYS9","Qki","Protein quaking",0.00762195121951219,6,18,24,134828.568611286,119575.36668319,111799.489592612,110820.222480336,120139.826224775,114800.778614795,105717.683407924,105654.226803359,115417.020302285,0.252773306151186,0.0828712233666534
"Q9QYY8","Spast","Spastin",0.846614950634697,12,12,24,3539.47361233545,3517.08685774827,2671.0440623517,3673.29674068658,3550.33418980667,4489.02596377759,4333.02748802406,3365.15992950154,3642.30610552898,0.499129356169766,0.155651275903388
"Q9QZ06","Tollip","Toll-interacting protein",0.846614950634697,12,12,24,212389.898095665,231673.637551889,235006.248410051,238995.925030015,262131.274965162,255114.303887946,242244.02934286,215831.77830074,236673.386948041,0.210168863981387,0.0727713998699392
"Q9QZ08","Nagk","N-acetyl-D-glucosamine kinase",0.562915742793792,12,18,24,118255.983005037,152790.444094175,142241.63372267,152198.077418794,151550.667233186,153551.45075893,150818.232418853,165068.838204796,148309.415857055,0.315643176997464,0.0919005807552639
"Q9QZ88","Vps29","Vacuolar protein sorting-associated protein 29",0.110014104372355,12,6,24,925762.739813828,845116.675108358,759210.493838726,834357.937968322,819062.444131511,824164.36584043,748154.72719249,792277.530576693,818513.364308795,0.216988531117414,0.0679428094425958
"Q9QZB7","Actr10","Actin-related protein 10",0.0038787023977433,6,12,24,65074.3109071298,55177.3202064269,53255.4139593543,54665.0998470038,55612.1471183481,55031.0433453001,50227.0653702027,54305.1170788537,55418.4397290774,0.267911648352253,0.0768347500466171
"Q9QZD8","Slc25a10","Mitochondrial dicarboxylate carrier",0.416574279379157,18,18,24,140465.649893343,134943.836622917,153777.415221042,144673.780416392,151214.087234958,147477.575491872,156299.409391026,138184.687323934,145879.555199436,0.146391814390394,0.0525599574420387
"Q9QZD9","Eif3i","Eukaryotic translation initiation factor 3 subunit I",0.0886917960088692,6,18,24,658873.521950973,567236.244628467,531209.701120916,526327.109000787,544209.138319542,582089.230734434,530915.666204261,534280.83169766,559392.68045713,0.236946991944675,0.0800398411830755
"Q9QZE5","Copg1","Coatomer subunit gamma-1",0.473946784922395,18,12,24,395675.734941587,409379.469717969,459163.42055228,416347.89139985,440298.272606513,416357.831462878,430368.721589176,411210.850967169,422350.274154678,0.150319982004893,0.0475012323085897
"Q9QZE7","Tsnax","Translin-associated protein X",0.0289634146341463,12,6,24,68424.0948103418,59943.3515553287,49434.5254103294,52992.592633355,54766.9804478932,56302.9242473916,47643.1094762259,51968.5924876321,55184.5213835622,0.376572720268367,0.11950458807935
"Q9QZH6","Ecsit","Evolutionarily conserved signaling intermediate in Toll pathway, mitochondrial",0.920310296191819,18,6,24,154523.796135228,161538.202626414,185476.421763159,161519.560558826,178894.218363392,179122.012026499,172329.812093606,178770.916096348,171521.867457934,0.180458772322556,0.0641960516586314
"Q9QZM0","Ubqln1;Ubqln2;Ubqln4","Ubiquilin-1;Ubiquilin-2;Ubiquilin-4",0.442350332594235,12,18,24,187963.635507394,214823.222955937,209289.457259517,213438.474247311,199669.824514011,211879.182348049,196368.165063517,202111.259209696,204442.902638179,0.131379407658278,0.0464933011249444
"Q9QZQ1-2","Mllt4","Afadin",0.0881374722838137,6,18,24,377134.037530615,369246.980213362,362965.279712147,365122.841309539,383039.863767615,371823.531615208,373071.785108477,349874.026572657,369034.793228703,0.0898718435321194,0.0271969535917688
"Q9QZQ8","H2afy","Core histone macro-H2A.1",0.0736953455571227,24,12,24,152752.957242124,150029.415153532,160413.248574033,163980.680240782,162353.542321755,160153.82850534,158019.338970426,165274.070908817,159122.135239601,0.0958047460356793,0.033515056177209
"Q9QZS3","Numb","Protein numb homolog",0.750554323725055,12,18,24,10061.3999481769,11849.6464607764,10798.022033949,10230.6455677965,10246.7600284332,11256.7372922977,11744.3879386572,11862.2656752951,11006.2331181727,0.163622349970466,0.0700939006561101
"Q9R008","Mvk","Mevalonate kinase",0.51410437235543,24,6,24,33503.0692752071,34151.283623822,39051.8476184091,36318.0953733357,35461.7567245404,36629.7568740965,34859.3566699851,37087.5291224553,35882.8369102314,0.154635999296362,0.0495486451261231
"Q9R049-2","Amfr","E3 ubiquitin-protein ligase AMFR",0.764966740576497,18,18,24,12719.7643946477,13018.8005308181,13904.9042297849,13726.7326827324,15308.9751832549,12899.7454599069,13800.5567062647,13219.3041095296,13574.8479121174,0.190735896664888,0.0610814679770127
"Q9R069","Bcam","Basal cell adhesion molecule",0.195121951219512,12,6,24,89311.6309638612,89850.0609615358,76242.3300677364,85087.5870425211,78536.3292314038,85285.3169699844,75656.6168157104,71714.5017151719,81460.5467209906,0.222629972132151,0.0835506964599385
"Q9R0A0","Pex14","Peroxisomal membrane protein PEX14",0.51410437235543,12,6,24,52577.0186381011,50220.7836040245,33739.3193794185,47720.1617615211,41255.0912114211,44793.3619477284,41290.6092125811,44420.3161995594,44502.0827442944,0.423299272686238,0.132952761052647
"Q9R0B9","Plod2","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2",0.258110014104372,6,6,24,1412165.54025486,1236944.81526721,1207761.6163145,1267038.75853182,1389975.52762169,1260948.4429935,1364505.33557494,1260687.52590558,1300003.44530801,0.157233370940744,0.0592130958857251
"Q9R0E1","Plod3","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3",0.0038787023977433,18,12,24,256806.056367546,275787.373007453,284246.870871531,273811.887304805,245695.774758236,276093.514421036,281572.073021021,273845.863678485,270982.426678764,0.142264192500554,0.0481938158799219
"Q9R0E2","Plod1","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",0.662527716186253,6,12,24,54031.2130108499,61793.3762137051,50442.6144646101,53474.0417503611,51463.3849543425,46985.7607801213,40818.0955388744,48689.6897815597,50962.272061803,0.411584488411222,0.118998832331168
"Q9R0H0","Acox1","Peroxisomal acyl-coenzyme A oxidase 1",0.0736953455571227,18,12,24,242682.251895472,254523.492551244,285262.076576594,274166.800451585,246484.766790119,280782.977863621,274192.58062546,284302.577641684,267799.690549472,0.158998782238159,0.0645032297408051
"Q9R0I7","Ylpm1","YLP motif-containing protein 1",0.917960088691796,6,12,24,35345.2356084183,27439.0334481782,25914.2008548402,27545.1323290638,25166.8272034392,25042.5346702886,24377.5017702889,21124.9170996561,26494.4228730217,0.536728751440072,0.154870006426203
"Q9R0L6","Pcm1","Pericentriolar material 1 protein",0.920310296191819,12,6,24,103370.057397341,92028.5790279251,81595.9079735578,99587.9572887315,87548.4861028863,103685.59092614,102392.740161998,83488.0691183842,94212.1734996205,0.234467395582071,0.0976768564221434
"Q9R0M4","Podxl","Podocalyxin",0.0734478935698448,6,6,24,274093.690921629,238048.920444982,220492.406408988,258606.53093876,255080.855336893,249943.389540267,251071.076739981,252363.404746636,249962.534384767,0.214437274148184,0.0623566606451359
"Q9R0N0","Galk1","Galactokinase",0.258110014104372,6,6,24,67395.4180716484,64309.3846413205,60073.815189875,67797.9926032656,68238.67068329,61494.0888960218,67201.0268462298,62910.3366643817,64927.5916995041,0.125753247266637,0.0487952939818096
"Q9R0P5","Dstn","Destrin",0.314174894217207,6,18,24,507655.426241504,418384.394650074,382682.940533005,424134.249236765,417513.756031461,429940.487946885,386443.206144569,379886.965923907,418330.178338521,0.305424917764848,0.0986170977577909
"Q9R0P6","Sec11a","Signal peptidase complex catalytic subunit SEC11A",0.0736953455571227,18,12,24,25041.5633286479,30135.3994029957,35517.3578504285,29607.9353472088,32297.12501919,34336.6127944754,35871.3877046181,34093.5521793868,32112.6167033689,0.337245154326961,0.114603195544993
"Q9R0P9","Uchl1","Ubiquitin carboxyl-terminal hydrolase isozyme L1",0.0650406504065041,6,12,24,658445.305137895,545088.94705932,457862.77526693,469651.351599091,523383.023510243,518693.375325259,487043.157101256,496492.639559588,519582.571819948,0.386045531066183,0.121382224728305
"Q9R0Q3","Tmed2","Transmembrane emp24 domain-containing protein 2",0.100846262341326,12,18,24,167440.815412037,180244.437592464,178485.807897696,170510.627757868,179539.048460384,189062.986014546,182780.092653023,177697.675209354,178220.186374671,0.12132279200434,0.0379477112874513
"Q9R0Q7","Ptges3","Prostaglandin E synthase 3",0.220028208744711,24,12,24,270197.813601753,266662.056287469,315379.226987598,276601.605393128,284287.855419967,213862.820827944,222347.97281708,327438.574041267,272097.240672026,0.417408691586925,0.145716141834489
"Q9R0U0-3","Srsf10","Serine/arginine-rich splicing factor 10",0.917960088691796,12,6,24,186671.111684371,200152.916585547,175868.943207169,190131.901804618,167387.254305556,180438.281588274,177261.467044706,185575.082805374,182935.869878202,0.179110101817682,0.0546352488901623
"Q9R0X4","Acot9","Acyl-coenzyme A thioesterase 9, mitochondrial",0.212860310421286,12,18,24,3528.83567148406,5237.80646762015,4888.41710831714,3801.11683863609,4849.75823599147,5281.5822423736,4661.07019778084,5051.25787613534,4662.48057979234,0.3759257633128,0.139908483248336
"Q9R0Y5","Ak1","Adenylate kinase isoenzyme 1",0.833148558758315,24,18,24,948930.26968531,1198466.29007195,1134721.06743368,1241931.68097523,1277530.49195255,1259253.72568241,1144217.29474626,1497392.89585973,1212805.46455089,0.452226381068888,0.128048592662015
"Q9R117","Tyk2","Non-receptor tyrosine-protein kinase TYK2",0.442350332594235,6,18,24,36966.6109655743,35521.2266741182,35221.1298401154,35088.2961310857,38316.4056155636,33769.1993618457,37733.1723505908,32348.4075222557,35620.5560576437,0.167543653267233,0.0562773480631752
"Q9R118","Htra1","Serine protease HTRA1",0.220028208744711,6,12,24,16865.1990275609,17099.2326601616,15329.1626450256,16421.5240986216,18330.5712188305,15521.450672448,15745.9582824525,16984.1601147784,16537.1573399849,0.181494830828503,0.0603400074403615
"Q9R190","Mta2","Metastasis-associated protein MTA2",0.750554323725055,18,6,24,326394.253853671,303966.248933805,316532.33069405,274241.279859509,273598.559836592,277793.425934316,296556.483915994,245729.290922802,289351.484243842,0.2787784660641,0.091338568554265
"Q9R1P0","Psma4","Proteasome subunit alpha type-4",0.739421720733427,12,6,24,218083.671476904,176738.241232733,163032.258573781,166677.012609939,151795.5865781,176091.858243789,148526.981673565,160260.280052561,170150.736305172,0.408794527216071,0.128403247559551
"Q9R1P1","Psmb3","Proteasome subunit beta type-3",0.212860310421286,24,6,24,202967.988762145,238535.383612899,244391.976253262,233594.686269676,218716.35380372,205534.479556081,228125.526372858,246818.737090774,227335.641465177,0.192889896392889,0.0739636385205185
