"Leading.razor.protein","Gene.names","Protein.names","S1","S2","S3","S4","S5","S6","S7","S8"
"Q9DCW4","Etfb","Electron transfer flavoprotein subunit beta",2156913.32411813,2074014.14931584,1995979.14583567,1896869.47275395,2255405.43621956,2277378.95225182,2018248.07518712,2062960.62895532
"Q9DCX1","Mad2l1bp","MAD2L1-binding protein",36620.0435438004,36445.9602905948,38105.2260034115,34027.3678293614,38265.208706743,39698.3510651526,36392.5146188767,34988.9779522734
"Q9DCX2","Atp5h","ATP synthase subunit d, mitochondrial",681395.68125126,690016.338163677,635924.428092088,732291.55430478,713369.356133155,831371.903711745,726274.533917753,649739.722329041
"Q9DCZ1","Gmpr;Gmpr2","GMP reductase 1;GMP reductase 2",81884.1707059128,88708.3699755097,81393.2900109165,76503.7432056181,81822.7637262483,80337.9552002143,67015.7638096412,76154.7918332936
"Q9DCZ4","Apoo","Apolipoprotein O",213187.744242776,213755.120873632,200914.316297125,250714.514250621,242970.28583754,244667.045832369,277055.077849842,215260.147838279
"Q9DD03","Rab13","Ras-related protein Rab-13",15986.806523503,17117.5684234723,19621.1494631244,20505.5197535033,18619.1106718827,18425.4441617656,19339.9284834185,20296.4314595871
"Q9DD16","Nudt22","Nucleoside diphosphate-linked moiety X motif 22",12017.2803936449,13216.1824141178,15245.030932376,14513.5490037436,12280.4339393313,14116.1623228713,14981.7060037441,14216.198324121
"Q9DD20","Mettl7b","Methyltransferase-like protein 7B",8909.0157443729,7768.2262814496,7916.51786852141,11122.5716374254,9802.20150064442,10667.6023237336,9254.61069034822,9283.7130255942
"Q9DD24","Wbp5","WW domain-binding protein 5",18015.1989154288,14587.0153635051,17343.0491102275,17673.6824065615,17716.5206564883,17286.3577679721,16328.9602140836,16336.3322394967
"Q9EP53","Tsc1","Hamartin",78274.5401095999,66742.6756080599,68038.2194776895,77577.9871418382,71759.6458815024,69017.9992636723,74970.4420763211,73746.4903498514
"Q9EP69","Sacm1l","Phosphatidylinositide phosphatase SAC1",635552.676465421,655487.002348883,694196.910866258,683515.152932347,667098.01322757,761555.571519827,715744.783225019,694194.235761778
"Q9EP71","Rai14","Ankycorbin",2867390.1982589,2825711.7146225,2728316.20404604,2921622.7439932,2898870.73020959,2983185.12349021,2996362.4881933,2934983.17352164
"Q9EP72","Emc7","ER membrane protein complex subunit 7",306768.380546375,336535.443177441,349061.71617256,336252.668706981,330547.050165785,360344.535955012,328376.585829068,391144.812544046
"Q9EP82","Wdr4","tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit WDR4",14238.0131377775,10979.9424370485,9769.3565985915,12238.2845491245,9177.20584278014,12639.8577338855,11418.3129113919,8524.52992723266
"Q9EP89","Lactb","Serine beta-lactamase-like protein LACTB, mitochondrial",105748.205804494,114303.856538064,99150.6498008937,126222.971356264,129772.396209939,124174.497226616,132668.064041114,132117.65140695
"Q9EP97","Senp3","Sentrin-specific protease 3",81591.7613866796,71845.900554803,73883.1738077003,74074.3523921352,70759.9967054851,74784.4405311764,76243.3650198832,72237.2511686294
"Q9EPA7","Nmnat1","Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1",19034.5470851115,17619.778375643,15755.1623640502,16233.0304512869,15236.4828658324,16717.1691110824,17649.9040997964,12480.3220164125
"Q9EPB5","Serhl","Serine hydrolase-like protein",272396.73259659,255687.628931311,271039.592869827,260986.280741134,244882.927295059,274732.241016956,260156.765890604,255380.764618327
"Q9EPC1","Parva","Alpha-parvin",304104.021092205,295898.97084223,248425.692620405,311132.244396591,272936.20557332,336397.384427691,318811.034938586,313643.939750453
"Q9EPE9","Atp13a1","Manganese-transporting ATPase 13A1",1323473.91261006,1237559.54093767,1182958.48970411,1283680.33101445,1326961.03545451,1339597.10251311,1340069.74382769,1290839.75025436
"Q9EPJ9","Arfgap1","ADP-ribosylation factor GTPase-activating protein 1",321654.614089297,333774.896425269,341413.192216564,353677.537260668,322040.23168752,322350.813243328,323422.425297186,349096.036826352
"Q9EPK2","Rp2","Protein XRP2",7484.65746046329,8336.31173860452,7930.61213785211,8999.55756420818,8609.80950964338,9217.93888384235,10418.3365872956,9169.88170867115
"Q9EPK6","Sil1","Nucleotide exchange factor SIL1",9804.71654477983,7327.22349139014,6795.97275792083,9697.91485840711,6421.55098484595,9745.49441420039,6493.7744932504,6775.32202384851
"Q9EPK7","Xpo7","Exportin-7",594129.879474481,611894.960644462,581412.539729636,640348.121643052,585124.88947304,634141.19654217,610683.480456812,612164.507111349
"Q9EPL4","Mettl9","Methyltransferase-like protein 9",20655.7014822829,17772.6821658732,17699.4617483382,25357.7848271796,20554.2588506163,24164.6364973061,23430.7239921502,25246.863136908
"Q9EPL8","Ipo7","Importin-7",232017.976117845,191262.007502498,194582.034860422,208115.015511454,180791.384948476,180595.791340107,186005.531649248,178928.473099994
"Q9EPL9","Acox3","Peroxisomal acyl-coenzyme A oxidase 3",179826.718597274,206379.657839222,216770.359154392,208682.617176541,189783.473439113,216565.799692058,212300.916427215,222828.597254094
"Q9EPM5","Sync","Syncoilin",21659.8258016944,18871.9316751061,19754.2845396078,21215.6265907546,21902.1002430686,21214.357153666,20595.7405165591,22095.684122123
"Q9EPN1","Nbea","Neurobeachin",124649.080057956,144766.754487709,137366.70340415,138150.633531919,125700.037982562,125873.149048539,122959.738242169,134070.525071964
"Q9EPQ7","Stard5","StAR-related lipid transfer protein 5",34076.9179216688,31776.2687853145,34380.7899833707,40317.8164669146,34552.7173052009,38789.3104873044,43573.0253825391,49660.1938918787
"Q9EPQ8","Tcf20","Transcription factor 20",62903.8353803036,57866.3922104905,55002.2269784899,52748.5368093933,62584.1594215499,62762.2927865619,58421.1558920249,45530.1681022914
"Q9EPR2-2","Pla2g12a","Group XIIA secretory phospholipase A2",6650.68751633894,6104.22139964445,6113.6681656458,6087.54686467345,7481.37855983231,6884.76174660413,5849.17153989782,7435.54366200218
"Q9EPT5","Slco2a1","Solute carrier organic anion transporter family member 2A1",13874.1259849538,12548.7131242466,13666.6755625806,13593.1352194197,13600.8339818536,11961.7746462863,13831.9632163885,13331.2880234642
"Q9EPU0","Upf1","Regulator of nonsense transcripts 1",2127456.92829929,2192134.42802297,2213930.26000806,2248959.9725759,2132872.9914297,2280013.20476297,2239926.43288315,2193163.72990728
"Q9EPU4","Cpsf1","Cleavage and polyadenylation specificity factor subunit 1",320868.914889935,314482.087704933,336739.593345079,291511.040671614,294243.571296291,284357.566628225,287993.60451278,282719.437157337
"Q9EPV8","Ubl5","Ubiquitin-like protein 5",73413.0263135473,70235.7372274652,70393.8788709536,74223.6900716878,61527.3407665121,58505.9893544221,52664.5304590306,49008.1352923079
"Q9EPW0","Inpp4a","Type I inositol 3,4-bisphosphate 4-phosphatase",55705.6462243336,60314.0562492256,47441.817555216,60993.6552268498,56090.8242036481,59851.4180322669,54666.5989724903,47721.1645762201
"Q9EPX5","Fbxl12","F-box/LRR-repeat protein 12",2515.83408566987,2449.53137588424,3191.79431648586,2901.84092697677,2263.7394309329,2560.08274169329,2472.89453247764,2375.79290014074
"Q9EQ06","Hsd17b11","Estradiol 17-beta-dehydrogenase 11",164180.963451188,145242.043662646,154030.489850735,166501.589767786,174442.219980675,178080.279342146,165912.539118999,191504.782605271
"Q9EQ09","Olr1","Oxidized low-density lipoprotein receptor 1;Oxidized low-density lipoprotein receptor 1, soluble form",79454.5741623279,81117.1257594192,79067.8369689734,78880.9028571286,93125.2127131912,97308.0632819772,91373.1815923297,91446.5422762334
"Q9EQ20","Aldh6a1","Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial",2124221.48880324,2254951.84682845,2472104.46187617,2305954.16233624,2381004.48625173,2323889.85032902,2385338.35342847,2405772.37719177
"Q9EQ61","Pes1","Pescadillo homolog",66597.6612948846,56456.2414400181,61425.7662741688,59221.0539964309,65800.7808155871,61460.2192867112,67536.7634337338,53821.6002066717
"Q9EQ80","Nif3l1","NIF3-like protein 1",59044.4036798457,62710.3685163589,72161.6449969341,58941.237147603,59124.4172956779,63832.3958247152,73794.9409291912,63791.6853080911
"Q9EQC1","Hsd3b7","3 beta-hydroxysteroid dehydrogenase type 7",10298.1920816192,9665.33708404129,8601.76299180788,10460.2528576309,9501.91128978886,8480.09048078399,9821.11061709935,10103.2985074401
"Q9EQC5","Scyl1","N-terminal kinase-like protein",216155.188277039,233260.598547067,260980.036279693,237805.320919639,219066.222199054,257933.831595707,250072.000062386,272292.714138805
"Q9EQF6","Dpysl5","Dihydropyrimidinase-related protein 5",15487.7612853449,13044.3873963952,14556.8452780781,10893.899858355,10442.6716039579,8950.91961002826,10543.8993917812,12160.6406071835
"Q9EQG3","Scel","Sciellin",89373.3024931022,88267.6057896415,95871.5521326545,83999.6554660859,109041.539549091,100547.444677008,110759.107146774,98197.5597756578
"Q9EQG7","Enpp5","Ectonucleotide pyrophosphatase/phosphodiesterase family member 5",37355.2441178726,45493.2087782648,44285.8165989728,51547.812497962,52108.4756673005,63553.5247849541,65401.3034142999,77496.5656626821
"Q9EQG9","Col4a3bp","Collagen type IV alpha-3-binding protein",434432.154271448,485529.859344939,442634.482837616,496079.234457473,438493.944637629,449607.002599593,441000.230246935,440828.49055446
"Q9EQH2","Erap1","Endoplasmic reticulum aminopeptidase 1",257409.965944865,277417.935077014,298368.279704418,295020.856273376,279121.599326783,288133.954577228,299015.919440299,316298.978304631
"Q9EQH3","Vps35","Vacuolar protein sorting-associated protein 35",1231783.63293404,1308141.6692063,1376172.59967778,1394800.97290369,1345342.24372144,1458840.24200461,1453710.61347129,1399848.85468526
"Q9EQH4","Taf8","Transcription initiation factor TFIID subunit 8",10549.0142976726,10520.3700164501,11599.8878520231,8795.07602083394,9264.89436699218,7761.08334666699,7415.27981417702,11159.5710878972
"Q9EQI8","Mrpl46","39S ribosomal protein L46, mitochondrial",122336.168756999,133624.260351827,128998.763326562,130446.092830529,133031.572328962,131012.966178026,129352.043196737,126523.91896291
"Q9EQJ0","Tpcn1","Two pore calcium channel protein 1",4250.14624796676,5631.7851009075,4196.47236547362,4057.13696312724,4287.19511169651,5465.74069302875,4839.25984846002,6017.28749372979
"Q9EQJ9","Magi3","Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 3",32601.3183856268,32041.430660495,26831.0273103106,23116.1892312234,32152.4588777496,29987.9054630689,32930.2230886386,30118.1256460627
"Q9EQK5","Mvp","Major vault protein",3920797.09150563,3854966.83995445,3760477.96669127,4027482.89370477,4079476.91072625,4037034.12307864,3992727.61904101,3876210.35940273
"Q9EQM6","Dgcr8","Microprocessor complex subunit DGCR8",103972.770680794,80227.1010036542,90707.8782789458,90363.6621672866,79883.2998966172,79228.2449784262,88526.7908431243,81483.8408278037
"Q9EQN3","Tsc22d4;Tsc22d3","TSC22 domain family protein 4;TSC22 domain family protein 3",159554.769535852,122525.638264854,118807.896817124,157269.213526959,133038.879705979,158893.688434008,152805.489741974,134953.794560846
"Q9EQP2","Ehd4","EH domain-containing protein 4",203128.121034309,209047.148956794,203276.475277901,220563.212065027,206821.723360821,204813.912729892,200530.486737708,197136.663923091
"Q9EQQ2","Yipf5","Protein YIPF5",354537.480876586,316348.698667422,288575.905845841,337414.589905643,347973.854815808,342572.762268938,314428.893981979,308837.694407901
"Q9EQQ9","Mgea5","Protein O-GlcNAcase",84275.1506536879,62723.8548402139,67008.313700576,66683.3961338918,63292.1153008501,64988.6014359876,51658.8504981271,50551.6674396373
"Q9EQS3","Mycbp","C-Myc-binding protein",12690.5644547239,13847.3423705331,12289.3916753951,14931.7932421469,11982.3789261517,15597.7343633891,11468.90968952,17765.8894988726
"Q9EQS9","Igdcc4","Immunoglobulin superfamily DCC subclass member 4",5846.97961604635,4733.59593216255,5451.23750710326,5350.97887164021,4684.28657575086,5382.93027711714,5035.39135931312,3561.17685717992
"Q9EQU5","Set","Protein SET",1055652.31833338,1169010.83908352,1078383.77695857,1073123.87893949,1012247.52384148,1021350.34309321,1036794.27482448,1069220.02107584
"Q9EQW7","Kif13a","Kinesin-like protein KIF13A",57819.7191882125,78418.7198379333,69521.656534388,67779.8555926899,70937.4370133024,69669.8463907564,68768.1050250888,68038.3112844725
"Q9EQX4","Aif1l","Allograft inflammatory factor 1-like",28560.3144221783,30391.8457711194,27937.3767539594,22672.5699292531,25746.8121840598,23886.9810232832,25162.3297279795,28057.2660560757
"Q9EQY0","Ern1","Serine/threonine-protein kinase/endoribonuclease IRE1;Serine/threonine-protein kinase;Endoribonuclease",9082.79042551725,9283.4666370385,7531.6124988861,8461.94191781864,9969.84132634391,8740.42414303824,11264.6826941664,9089.58448240922
"Q9ER00","Stx12","Syntaxin-12",229095.739492619,188285.887050551,174890.819641129,200710.631204008,206053.932959117,213902.089971187,194740.945800688,183450.960556126
"Q9ER38","Tor3a","Torsin-3A",1621.23794269116,1662.19978922763,1768.56716718707,1677.41018456331,1673.28617407685,573.06833753735,1851.61209413503,1736.37880631471
"Q9ER39","Tor1a","Torsin-1A",228515.562271918,202850.909332077,174830.792249447,195475.864199365,173047.284692573,191633.938619688,172663.805215851,184516.46270282
"Q9ER41","Tor1b","Torsin-1B",79388.1090599244,80103.8878740956,72931.4557362047,69521.947505435,73216.307013119,73764.9860654462,83910.3408067122,83319.6015523437
"Q9ER63","Tnfrsf23","Tumor necrosis factor receptor superfamily member 23",24956.7176689607,27786.7029661387,38109.2312094443,39947.5577572799,36906.4664271632,47376.5733473355,42541.7158536602,52999.6560578986
"Q9ER64","Osbpl5","Oxysterol-binding protein-related protein 5",91924.1143030536,93083.0118371277,94747.0525148316,100654.385903733,96274.7781769485,109486.208629655,111284.57768617,91745.1700193685
"Q9ER69","Wtap","Pre-mRNA-splicing regulator WTAP",40466.9434162912,33743.4047309996,33453.3059433143,28655.5557343257,31380.9718029664,32955.8105099122,31030.9120318501,26645.0398710781
"Q9ER72","Cars","Cysteine--tRNA ligase, cytoplasmic",1831043.7642932,1731278.39986834,1767849.2720298,1725213.1511042,1723643.45833415,1825221.79403073,1786498.08842635,1738718.70645727
"Q9ER73","Elp4","Elongator complex protein 4",22634.1522190507,26064.8106327096,30669.4342564499,27590.3954784487,31718.4006829,28375.3562142652,24379.2111949404,28792.8522300913
"Q9ER81","Tor1aip2","Torsin-1A-interacting protein 2, isoform IFRG15",25273.6336739964,23125.9331827933,24696.8101817321,24494.1440449997,22993.478492943,26063.248883155,27144.0675360459,28290.363878928
"Q9ER88","Dap3","28S ribosomal protein S29, mitochondrial",589996.604125852,507764.242779962,566321.83597655,562477.580752774,536162.282596418,554070.564507205,596714.666754709,619626.519118305
"Q9ERA0-3","Tfcp2","Alpha-globin transcription factor CP2",39499.8576106492,46458.6220843795,40482.7974225919,50790.9049598129,43373.2371803773,44899.6555615608,47244.7875742277,38701.0069420604
"Q9ERA6","Tfip11","Tuftelin-interacting protein 11",364702.649925042,333684.444688583,308344.081859537,312636.314263652,319088.378055118,346091.217298019,331560.769868471,306275.9975336
"Q9ERB0","Snap29","Synaptosomal-associated protein 29",143778.961863973,146387.177795272,154322.332483739,144952.404510695,150560.766226373,146829.147834275,150159.922204866,153247.922900683
"Q9ERC8","Dscam","Down syndrome cell adhesion molecule homolog",19993.3711671307,20711.881212743,19999.6667826314,23405.2872317061,23524.5958484155,24997.0964336507,24650.7503040329,21845.3577756283
"Q9ERD6","Ralgps2","Ras-specific guanine nucleotide-releasing factor RalGPS2",2005.37095980836,2104.59270805368,2027.24263833477,1629.73073632795,2455.27867793724,1173.12223446168,2437.01681707768,2185.86893713039
"Q9ERD7","Tubb3","Tubulin beta-3 chain",117631.163568002,128072.355784522,128543.792200758,125133.620864691,133413.791131556,135365.400600624,119571.226013856,115069.104306165
"Q9ERE3","Sgk3","Serine/threonine-protein kinase Sgk3",4409.81101910365,3997.13890872522,2590.53684274337,4761.52700590182,4322.61439794687,4655.9206685573,3263.21620683928,3938.15336259355
"Q9ERE7","Mesdc2","LDLR chaperone MESD",62288.4762129394,51745.1572945982,50302.7514341043,66447.7141232524,52425.7017990088,66568.8368955854,54921.7907225403,50149.1558009679
