"Leading.razor.protein","Gene.names","Protein.names","pVal","phase","peak.shape","period","S1","S2","S3","S4","S5","S6","S7","S8","Av_expr","Amplitude","CV"
"Q9R0C8","Vav3","Guanine nucleotide exchange factor VAV3",0.812361419068736,12,18,24,30998.8224878732,29009.1863531207,25934.0639542005,33441.7666542032,28654.8903296684,34280.5745702084,31926.3830105762,29075.3897627532,30415.1346403255,0.274419650437509,0.0910446331108666
"Q9R0E1","Plod3","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 3",0.0176304654442877,18,12,24,467386.257538604,472438.477296956,510829.098006066,490854.8346967,484558.523161271,502009.89975533,517393.812501373,501721.784411924,493399.085921028,0.101353156886012,0.0361228350856466
"Q9R0E2","Plod1","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1",0.0289634146341463,18,18,24,597505.80540346,724118.728087508,757426.642217135,736892.181685822,729252.584849622,700264.984431875,786411.444954932,732237.759170335,720513.766350086,0.262181860186257,0.077348070869313
"Q9R0G7","Zeb2","Zinc finger E-box-binding homeobox 2",0.0176304654442877,12,12,24,6261.73670758103,8822.96054786562,5783.21331853266,5535.21960555443,6773.93849538043,7602.14812640359,8122.89875483466,5054.21302211924,6744.54107228396,0.558784872885375,0.197599580232563
"Q9R0H0","Acox1","Peroxisomal acyl-coenzyme A oxidase 1",0.110014104372355,24,6,24,343294.85310802,382347.13668059,415468.640582486,402117.151310817,357198.257717208,412947.029004954,407859.892537851,428746.167944335,393747.391110783,0.217020650207363,0.0764676221483681
"Q9R0I7","Ylpm1","YLP motif-containing protein 1",0.846614950634697,12,12,24,268551.967776271,260016.72851468,287201.86668253,251869.889275296,242744.960717971,249577.22233449,217289.795548307,221104.237394035,249794.583530448,0.279878250945747,0.0931434527380391
"Q9R0L6","Pcm1","Pericentriolar material 1 protein",0.764966740576497,6,12,24,271786.757473834,263438.426732702,261252.288892304,275721.886235002,236530.939240427,266716.901836725,247369.488151348,226487.402411915,256163.011371782,0.192199816669201,0.0685783419933451
"Q9R0M4","Podxl","Podocalyxin",0.914315937940762,6,12,24,430249.772722859,403677.832676373,397334.659608516,395596.865813454,394589.762040062,375944.904044167,381464.307740362,386007.738527265,395608.230396632,0.137269309650728,0.0421681471139896
"Q9R0M5-2","Tpk1","Thiamin pyrophosphokinase 1",0.753526093088858,6,18,24,15947.8186142719,14212.9254879572,14632.3865057858,15298.7936751368,16102.2780887143,17466.5653886532,16382.6847930415,15995.2484916714,15754.837630654,0.206516879257799,0.0651961292294108
"Q9R0M6","Rab9a","Ras-related protein Rab-9A",0.846262341325811,24,12,24,261089.032150951,275432.22950079,284623.122383119,299109.79599127,286371.806865433,269501.053862818,267730.551611535,268939.305072693,276599.612179826,0.137457762650804,0.045243331627419
"Q9R0N0","Galk1","Galactokinase",0.846614950634697,24,12,24,989054.192896723,974441.881230813,958952.386169397,938482.01441138,929857.019905527,901702.106189753,961117.354534863,983172.569946782,954597.440660655,0.091506726276697,0.0309968980223815
"Q9R0P3","Esd","S-formylglutathione hydrolase",0.184312638580931,18,18,24,285890.912123251,257477.782811637,331349.174131102,307504.400191763,269379.834132532,296416.718219852,290444.825225391,302297.931424568,292595.197282512,0.252469596239269,0.0780921266523925
"Q9R0P4","Smap","Small acidic protein",0.914315937940762,18,12,24,203501.56950773,209617.402599861,186308.080237817,225303.965088927,155597.612250941,203161.665130023,214453.514955313,176207.802074797,196768.951480676,0.354254837023064,0.115339871742078
"Q9R0P5","Dstn","Destrin",0.828159645232816,6,18,24,771549.465990156,686969.082540443,694242.641193367,675334.212691227,686049.738507469,670416.180208108,599919.733464357,654607.703214645,679886.094726222,0.252438950961207,0.069967876106877
"Q9R0P6","Sec11a","Signal peptidase complex catalytic subunit SEC11A",0.212860310421286,24,6,24,100861.628352507,116902.35992207,119480.984365643,117005.602935135,108211.249581601,118191.685257721,110697.103095031,122889.52088025,114280.016798745,0.192753668968527,0.062796248552307
"Q9R0P9","Uchl1","Ubiquitin carboxyl-terminal hydrolase isozyme L1",0.0193935119887165,6,12,24,831770.664013129,706086.921769903,648881.654919229,660549.150507317,694179.926177329,691238.284427787,643450.229955026,664895.090548219,692631.490289742,0.271891238989617,0.0874413547911835
"Q9R0Q3","Tmed2","Transmembrane emp24 domain-containing protein 2",0.212860310421286,12,18,24,171655.753257482,184864.510429483,180743.155717954,176052.437866726,182133.612555996,193904.514121411,187443.03211294,183094.494197905,182486.438782487,0.121920078074668,0.0372140175555886
"Q9R0Q4","Morf4l2","Mortality factor 4-like protein 2",0.51410437235543,18,6,24,5511.86925336949,6232.75644007815,9723.42347624039,7387.40177463089,10878.5351507766,7888.31256059358,11461.5501581559,6056.95411840171,8142.60036653084,0.730685608646821,0.280639587605242
"Q9R0Q6","Arpc1a","Actin-related protein 2/3 complex subunit 1A",0.739421720733427,12,12,24,92302.20419424,80035.3151043404,70336.2850221778,77152.0415222744,70107.0610766709,76960.8805961944,71152.4091987711,63673.6494109934,75214.9807657078,0.380623042003077,0.114767513925372
"Q9R0Q7","Ptges3","Prostaglandin E synthase 3",0.750554323725055,24,12,24,418508.471029558,406293.349576627,467341.432781457,409158.682082821,387973.319011697,354842.682829846,352370.681947139,461061.03290554,407193.706520586,0.282349036817704,0.10488348673032
"Q9R0Q9","Mpdu1","Mannose-P-dolichol utilization defect 1 protein",0.764966740576497,18,12,24,16821.4262661146,16960.5046210376,17488.0477083778,16534.7666157252,18174.736180067,17008.3984025147,17139.2446172703,20443.1815627555,17571.2882467328,0.222431895268523,0.07176878514745
"Q9R0U0-3","Srsf10","Serine/arginine-rich splicing factor 10",0.920310296191819,12,6,24,251674.658840259,258293.08295915,220525.123202899,230334.388780114,237118.538321789,236989.127441621,240251.257421855,250855.918495268,240755.261932869,0.156872831991443,0.051457389015244
"Q9R0X4","Acot9","Acyl-coenzyme A thioesterase 9, mitochondrial",0.212860310421286,6,18,24,282222.716117572,257245.714300378,229179.714355292,229064.746980863,247412.371551269,235907.071340376,243727.072090974,239178.907158903,245492.289236953,0.216536206908723,0.0715843041114637
"Q9R0Y5","Ak1","Adenylate kinase isoenzyme 1",0.833148558758315,24,18,24,1000334.8617253,1247675.77769866,1165085.71914182,1279886.70964336,1312631.01121544,1309186.99055032,1194070.72586721,1543328.90202571,1256525.08723348,0.432139434235996,0.12281274446286
"Q9R112","Sqrdl","Sulfide:quinone oxidoreductase, mitochondrial",0.710920177383592,24,12,24,495689.30745687,455298.199978931,530410.246107673,504149.027970743,540869.686274287,519330.252845113,540091.609964387,573922.52751855,519970.107264569,0.22813682148705,0.0685146021832216
"Q9R117","Tyk2","Non-receptor tyrosine-protein kinase TYK2",0.833148558758315,6,18,24,36741.4630325487,35224.2030902819,34626.1722263943,35072.8796897138,38021.5721600597,33784.4211547526,37818.7917972381,32343.8868194841,35454.1737463091,0.160141521875592,0.0555847090998909
"Q9R118","Htra1","Serine protease HTRA1",0.0881374722838137,18,6,24,180023.793195602,195226.613248447,204937.672504122,174841.010610195,189803.959885505,180471.499743381,212080.075289807,189769.490836758,190894.264414227,0.19507691754848,0.067196122581179
"Q9R123","Nat6","N-acetyltransferase 6",0.764966740576497,12,12,24,817.205143154975,849.835510677034,1141.73721340717,953.124907124356,1906.10780277397,1680.8235244299,1303.18901629695,868.717539447586,1190.09258216399,0.914973066749984,0.345414394229307
"Q9R190","Mta2","Metastasis-associated protein MTA2",0.963137472283814,6,18,24,603019.494092594,561956.234185673,556297.869951417,526039.088206272,511217.132655767,507580.948960141,546686.320430296,476650.28303352,536180.92143946,0.235683900724808,0.0730356623706351
"Q9R1B9","Slit2","Slit homolog 2 protein;Slit homolog 2 protein N-product;Slit homolog 2 protein C-product",0.212860310421286,24,6,24,7924.19972286631,7708.26401077108,8811.25047696767,11805.8223762713,8011.03443990133,10110.4680270806,9094.35689489507,10681.6846582924,9268.38507588072,0.442100574366873,0.159021536408226
"Q9R1C0","Taf7","Transcription initiation factor TFIID subunit 7",0.110014104372355,24,6,24,647.54275815096,888.738367951157,1252.36201800994,952.216539090052,671.333025070446,708.269636763324,814.52533313531,832.670955755288,845.95732924081,0.714952443761868,0.2314136104034
"Q9R1C6","Dgke","Diacylglycerol kinase epsilon",0.764966740576497,12,6,24,20456.770316849,19341.4632271666,15559.566352979,19473.04099973,16911.0757708583,20717.3933610515,18017.5126914329,17052.0338258083,18441.1070682345,0.279691831351984,0.100142568212867
"Q9R1C7","Prpf40a","Pre-mRNA-processing factor 40 homolog A",0.822028465187845,6,18,24,456989.723097367,422083.448768953,394541.591157419,385746.878297825,354828.776242372,334508.597864892,378043.947140071,339632.860012816,383296.977822714,0.31954628478476,0.108882796692006
"Q9R1J0","Nsdhl","Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating",0.0440687361419069,24,12,24,21995.5859628585,23781.3685221477,24257.7584824378,28376.9237133686,24978.4199983664,24108.1126904821,25085.5146193667,32630.4135757751,25651.7621956004,0.41458467967322,0.130209651133447
"Q9R1K9","Cetn2;Cetn4","Centrin-2;Centrin-4",0.846614950634697,12,12,24,138929.701410822,170054.244535701,170883.382860642,138130.195251148,166863.524352796,138829.762954358,137855.981687947,145041.607907155,150823.550120071,0.218980398925776,0.102639825505692
"Q9R1P0","Psma4","Proteasome subunit alpha type-4",0.930570953436807,12,6,24,645356.743211714,614489.096534358,585703.281463432,635548.28520266,614319.837948885,658417.462493097,633233.581324763,653716.434768358,630098.090368408,0.115401367090559,0.0383888597254021
"Q9R1P1","Psmb3","Proteasome subunit beta type-3",0.201692524682652,18,12,24,356003.797577096,413073.961988077,422414.783217232,377415.95859539,371606.685813226,369009.281001136,396414.165372128,357969.013644252,382988.455901067,0.173402055902414,0.0650892113350317
"Q9R1P3","Psmb2","Proteasome subunit beta type-2",0.442350332594235,6,6,24,455138.16872231,418103.945822192,419025.97332298,403629.781559244,419587.439126098,379225.412080006,414371.881871228,424015.297392719,416637.237487097,0.182203484979316,0.0507314058452024
"Q9R1P4","Psma1","Proteasome subunit alpha type-1",0.750554323725055,24,12,24,571219.655726732,569034.168167651,665789.758933816,627672.63560959,621110.256728669,581139.795335825,532491.6243118,593265.319174235,595215.40174854,0.22394940425001,0.0698568648245959
"Q9R1Q6","Tmem176b","Transmembrane protein 176B",0.881513303769401,12,18,24,127804.03736995,157017.326487902,156981.576354529,156476.563681373,160277.256493058,163900.603709456,147953.893479065,172830.888380002,155405.268244417,0.289738253527127,0.0850596440138869
"Q9R1Q7","Plp2","Proteolipid protein 2",0.917960088691796,6,18,24,1770.73800892137,1675.91434317867,1901.24595437564,1205.96717475968,1853.94172778194,881.89294302939,1402.3311031855,1421.66085270648,1514.21151349233,0.673190635696095,0.233235134729825
"Q9R1R2","Trim3","Tripartite motif-containing protein 3",0.314174894217207,6,6,24,49127.5504818488,41058.8017537785,40621.4079706139,44863.4085933575,44862.0507708716,42954.6490833725,46665.2244793053,47665.5820773262,44727.3344013093,0.190177720740405,0.0682584531083619
"Q9R1S3","Pign","GPI ethanolamine phosphate transferase 1",0.739421720733427,18,18,24,6886.10022541055,7412.39481358229,10703.5328816395,9434.48812845904,11341.9088228383,10755.7308397497,12511.2033189598,13225.9684176264,10283.9159310332,0.61648386030504,0.219433498664548
"Q9R1S8","Capn7","Calpain-7",0.562915742793792,18,12,24,25739.520623637,23957.9563718864,29916.7698549046,30195.6443686597,25538.2596439755,30558.522409701,26092.8228765845,25975.650197129,27246.8932933097,0.242250225255417,0.0938241962845866
"Q9R1T2","Sae1","SUMO-activating enzyme subunit 1;SUMO-activating enzyme subunit 1, N-terminally processed",0.881513303769401,6,18,24,1251489.88599819,1219448.34166894,1222893.73997285,1193852.21104478,1155532.54969421,1155045.45507247,1157862.74229788,1153710.75203292,1188729.45972278,0.0822551617321511,0.0325679422005798
"Q9R1T4","Sep-06","Septin-6",0.0038787023977433,6,12,24,270797.021549496,242931.433901603,215571.748015319,221613.167029895,270151.149269032,227350.197623799,218514.237579009,224737.476653379,236458.303952691,0.233551846608973,0.0953079034223619
"Q9R1X5","Abcc5","Multidrug resistance-associated protein 5",0.00762195121951219,12,6,24,60030.1851162475,58284.3230126626,51666.8333510248,53971.5655054929,54453.2839985588,61222.7889089067,51422.0115794164,51747.3577456411,55349.7936522439,0.177069807903303,0.0715159256703551
"Q9R1Y5","Hic1","Hypermethylated in cancer 1 protein",0.923579946146942,18,18,24,12950.6695063086,12892.0956777861,16108.4316759073,14875.3164469706,19129.5094642816,16513.9670385213,17582.9323643832,16057.9069913471,15763.8536456882,0.395678234947428,0.136382817452696
"Q9R1Z7","Pts","6-pyruvoyl tetrahydrobiopterin synthase",0.881513303769401,6,6,24,3324.27623208338,3500.94593181287,5141.56917231236,3298.46205673742,5025.32615962261,3231.17632629813,2709.87144240147,4155.458372107,3798.38571167191,0.640192417120416,0.233507666563156
"Q9R1Z8","Sorbs3","Vinexin",0.828159645232816,6,18,24,179760.634091128,163333.428409404,166325.296159096,138856.050425515,152132.264937051,135100.45791828,126099.314322091,127659.873465213,148658.414965972,0.360970616976644,0.133005882352219
"Q9R207","Nbn","Nibrin",0.442350332594235,12,6,24,22324.2911690188,21092.7557465996,17613.0811149366,18484.4996128334,17021.5031329665,19943.5844715728,16151.1355374987,18338.1226055668,18871.1216738741,0.327121818098732,0.111237621068194
"Q9R210","Tfeb","Transcription factor EB",0.314174894217207,6,18,24,31427.9679744813,34272.8985537386,30275.3017032959,24419.3024178256,28785.0476097244,27882.0391188651,22805.3478144863,27771.7648071444,28454.9587499452,0.403007111696283,0.12954027411661
"Q9R233","Tapbp","Tapasin",0.846262341325811,24,12,24,43092.4077895847,43011.7044407489,43780.5522531106,43645.1883237003,43951.5429975558,51709.356123834,43312.5899663922,49601.7194622304,45263.1326696446,0.19215752799448,0.0749205613541865
"Q9R244","Trpc2","Short transient receptor potential channel 2",0.212860310421286,24,6,24,10068.1634171557,12851.4292243156,14411.6438846857,15959.6314200927,12321.9570346199,18591.0649935888,16788.0109829189,19068.2838456498,15007.5231003784,0.59970725137629,0.210745261535856
"Q9R257","Hebp1","Heme-binding protein 1",0.828159645232816,12,12,24,16270.0258355604,17742.815145582,18235.3481757677,17500.8950087319,15164.9565402006,17077.6856495894,13234.2772754821,13712.0589061086,16117.2578171278,0.310292914404518,0.117236739795992
"Q9R269","Ppl","Periplakin",0.917960088691796,6,12,24,138108.077637954,134564.56834738,125637.939175729,137848.798631825,122427.966492332,124965.222739284,114990.837681128,119155.135830022,127212.318316957,0.181721709522093,0.0684398464343648
"Q9WTI7","Myo1c","Unconventional myosin-Ic",0.822028465187845,6,6,24,9904.78551180633,9454.12050428099,9930.68021373633,8738.20428303406,7894.37431504276,5944.72424243313,6202.70502780048,6340.09670040579,8051.21134981748,0.495075312039046,0.211070204989329
"Q9WTI7-3","Myo1c","Unconventional myosin-Ic",0.846614950634697,12,12,24,2833133.06336822,2880770.48243647,3070881.90190337,2803257.69917977,2650657.19503593,2762892.0649644,2642793.77573364,2754460.16979332,2799855.79405189,0.152896490983277,0.0489486050905689
"Q9WTK2","Cdyl","Chromodomain Y-like protein",0.450332594235033,12,12,24,33913.8185013853,35788.4501321857,33979.3568014987,31182.2999045286,29797.076342101,32377.2012185518,28422.418133989,26891.5718403421,31544.0241093228,0.282046395254122,0.0964754732154709
"Q9WTK3","Gpaa1","Glycosylphosphatidylinositol anchor attachment 1 protein",0.76163610719323,12,6,24,258611.44334767,242790.138723983,217848.732994384,276985.11021662,241403.068390103,262714.145158135,266829.928960854,217889.548708466,248134.014562527,0.238324347939546,0.0889500540973165
"Q9WTK5","Nfkb2","Nuclear factor NF-kappa-B p100 subunit;Nuclear factor NF-kappa-B p52 subunit",0.750554323725055,24,6,24,614382.984379775,679418.276547727,650270.548834029,679028.111049854,636056.361625648,666971.195998184,619682.200241631,695371.108007731,655147.598335572,0.123618134041412,0.0455173940381537
"Q9WTL7","Lypla2","Acyl-protein thioesterase 2",0.0289634146341463,18,18,24,10520.3303358812,10336.3335663054,12270.024729768,11725.7477593343,8178.50232731806,9950.11464678933,11896.4064676318,11116.6023295272,10749.2577703194,0.380633015774108,0.122752272178757
