"Leading.razor.protein","Gene.names","Protein.names","pVal","phase","peak.shape","period","S1T","S2T","S3T","S4T","S5T","S6T","S7T","S8T","FCav","anova_pval"
"Q9D958","Spcs1","Signal peptidase complex subunit 1",0.00352609308885755,12,12,24,190191.252076722,197964.355408594,189241.026887085,178679.458098076,179734.585411735,202489.846808192,193565.391648538,177611.930811272,1.12395139114259,0.0281320811828772
"Q9DAA6","Exosc1","Exosome complex component CSL4",0.963137472283814,12,6,24,43016.8814515519,47044.649888332,39558.2643624769,40125.3365134191,39801.3428535647,39996.0656525831,40076.4656858148,40380.8935033238,1.09299944243086,0.591774423269136
"Q9DAM7","Tmem263","Transmembrane protein 263",0.914315937940762,6,12,24,190876.78750999,189210.110700783,182313.122060398,188342.025317103,173960.310796054,162312.237207588,171601.950121482,178299.11677676,1.04300948225753,0.892400785943789
"Q9DAR7","Dcps","m7GpppX diphosphatase",0.220028208744711,18,12,24,82850.786395507,92851.6956311882,94655.5809981215,91294.5665594093,82623.6752922577,81250.2825032134,91439.8401625617,90248.0302824659,1.12461717211583,0.22749436099081
"Q9DAS9","Gng12","Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12",0.750554323725055,12,12,24,9297.22407419934,12177.7946368638,16758.7843333197,8655.02085188259,11037.5714116581,10987.2057866482,8093.58648674957,9893.93942698466,1.33982554528318,0.801703607080037
"Q9DAT5","Trmu","Mitochondrial tRNA-specific 2-thiouridylase 1",0.739421720733427,18,18,24,27529.4778887817,26503.8733926915,29384.6510797675,30780.4427372093,27218.362430736,27411.5161269689,28342.1925503516,26763.0215338112,1.07069325000553,0.539233157939143
"Q9DAU1","Cnpy3","Protein canopy homolog 3",0.0176304654442877,6,12,24,151106.39266067,147539.257274044,125922.287104172,131042.764638538,140543.678251225,130391.789071008,119122.028036627,133807.107593637,1.19019317279128,0.122174831092901
"Q9DAW6","Prpf4","U4/U6 small nuclear ribonucleoprotein Prp4",0.846262341325811,12,12,24,110266.450458815,111093.656426721,101926.859068057,96292.628726402,94648.7992758091,90445.9340396309,95562.4393583674,92634.2168803277,1.0846274867743,0.857064502972747
"Q9DAW9","Cnn3","Calponin-3",0.828159645232816,18,12,24,371546.559500412,446680.879585754,446070.536490733,411183.919931068,386134.19920255,370486.535870411,378213.510386891,397564.240265189,1.08790415674364,0.801934534458777
"Q9DB05","Napa","Alpha-soluble NSF attachment protein",0.828159645232816,18,18,24,211148.789430137,216995.683771268,218526.457415367,219094.513581577,223513.246887866,216051.199975599,233643.151515161,216614.462602417,1.04415855627041,0.552136661703553
"Q9DB15","Mrpl12","39S ribosomal protein L12, mitochondrial",0.828159645232816,12,6,24,417871.205455799,328453.654033678,254404.79448424,289158.892836584,275253.996286051,287344.682880573,286582.11310758,275612.854695415,1.28122361560886,0.565981559077142
"Q9DB20","Atp5o","ATP synthase subunit O, mitochondrial",0.0736953455571227,6,12,24,769184.765705945,667264.265835919,641431.986190389,642337.479399641,685602.626918932,636594.53576646,601688.521937352,635577.27382913,1.17027060780771,0.115167460649664
"Q9DB25","Alg5","Dolichyl-phosphate beta-glucosyltransferase",0.0289634146341463,24,6,24,306500.463886796,349416.031941514,353951.783646805,349479.409709803,317448.219332941,347026.977350564,368590.036970588,393334.272182881,1.19050444671118,0.0669487793629013
"Q9DB26","Phyhd1","Phytanoyl-CoA dioxygenase domain-containing protein 1",0.923579946146942,24,6,24,2036.80609382831,2184.72177947698,2755.6909507135,2691.03781177628,2772.86471642148,3251.99582962167,2601.9459250658,3916.24204779511,1.37374887393348,0.612009993196624
"Q9DB27","Mcts1;Mcts2","Malignant T-cell-amplified sequence 1;Malignant T-cell-amplified sequence 2",0.753526093088858,6,6,24,321751.852730238,332104.115492024,306022.481446847,294032.651440006,303219.592303587,261111.228011392,309669.472648339,333750.428416809,1.05827181769987,0.912482667306444
"Q9DB29","Iah1","Isoamyl acetate-hydrolyzing esterase 1 homolog",0.416574279379157,18,12,24,27669.3495324958,31359.6755038278,36291.3503499209,37165.3826006708,33331.5302199229,33462.5186791027,34089.7321256901,30333.9167361743,1.15377159741406,0.58539135149699
"Q9DB32","Haghl","Hydroxyacylglutathione hydrolase-like protein",0.846614950634697,6,12,24,2708.42534459497,2679.5855909177,2671.01312039178,2516.69277863803,2046.64030582962,1786.45117439118,1979.12370589243,2066.74768897939,1.06471708593194,0.987699285637014
"Q9DB34","Chmp2a","Charged multivesicular body protein 2a",0.750554323725055,6,12,24,97204.6281662378,87834.8480575376,78010.0442381189,85033.8512362734,70697.9138827007,80912.0012258373,79328.5106612112,85326.9582490162,1.08276582045826,0.901884609237744
"Q9DB77","Uqcrc2","Cytochrome b-c1 complex subunit 2, mitochondrial",0.110014104372355,24,6,24,197759.227030084,207889.354807193,214370.127078821,230421.903003727,213829.229556599,211382.766470551,210822.053613108,231951.930270254,1.12338872938387,0.052894157852354
"Q9DBC3","Cmtr1","Cap-specific mRNA (nucleoside-2-O-)-methyltransferase 1",0.87672778561354,12,18,24,181854.151197889,183445.867392888,186809.813956094,189039.3066706,166390.423041819,189286.448085534,180449.741125879,181171.369495374,1.07031765331068,0.383231526811491
"Q9DBC7","Prkar1a;Prkar1b","cAMP-dependent protein kinase type I-alpha regulatory subunit;cAMP-dependent protein kinase type I-alpha regulatory subunit, N-terminally processed;cAMP-dependent protein kinase type I-beta regulatory subunit",0.833148558758315,12,18,24,404930.043003309,409349.863464954,323988.218810871,407530.724728196,393671.070061721,471905.237232112,440333.308023538,409704.477791777,1.15299003070993,0.675850778774924
"Q9DBE9","Ftsj3","pre-rRNA processing protein FTSJ3",0.0736953455571227,18,12,24,72481.0822967557,67252.5391150879,81374.7760999771,76807.2351485384,61568.58212123,92856.7424929242,101192.180944422,81263.2276313148,1.36193520391912,0.368565868138563
"Q9DBF1","Aldh7a1","Alpha-aminoadipic semialdehyde dehydrogenase",0.846262341325811,24,12,24,50457.5560240491,54632.4291504919,63706.2981449307,53769.3911266123,54816.1029341212,42742.1077129595,47582.6225859826,54470.975052703,1.1428955075491,0.79131284396907
"Q9DBG3","Ap2b1","AP-2 complex subunit beta",0.421808885754584,6,6,24,2140788.0896669,2120153.26165997,2105872.24942594,2128362.77612736,2072736.64829715,2039845.51896791,2070477.72626383,2114338.29147645,1.01988036327344,0.735323458713153
"Q9DBG5","Plin3","Perilipin-3",0.473946784922395,6,12,24,110066.916685023,98945.1437340942,93522.2801460203,92384.1983217595,97983.3324057478,101446.616401562,97611.6140424597,108255.584660474,1.08850525948898,0.728822620759719
"Q9DBG6","Rpn2","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2",0.416574279379157,12,12,24,853665.333206427,848060.132967758,800385.785026762,791651.99862729,783759.23088104,794209.513165598,793820.218251139,770297.825931519,1.05142279240451,0.596745164797374
"Q9DBG9","Tax1bp3","Tax1-binding protein 3",0.212860310421286,24,6,24,286645.340359889,296404.623605404,291900.261518539,299142.491986319,279949.655463394,306094.43653053,297887.379073093,308675.730491639,1.07275607260664,0.0718547172956717
"Q9DBH5","Lman2","Vesicular integral-membrane protein VIP36",0.914315937940762,18,12,24,554603.956139763,579349.595972549,544107.558009071,590035.253585891,567304.763974037,582605.512157164,602204.633900688,565421.432961768,1.03569487187144,0.825354571156112
"Q9DBJ1","Pgam1;Pgam2","Phosphoglycerate mutase 1;Phosphoglycerate mutase 2",0.0193935119887165,18,12,24,5544865.03559455,6035331.03869873,6944867.62167618,6400797.2801294,5937963.5185699,6693396.07545707,6701963.15270413,6919495.33472481,1.18845550205755,0.102746856465708
"Q9DBL1","Acadsb","Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",0.421808885754584,6,18,24,99834.5998645188,85759.1672586886,79418.0168684537,85386.1566159849,80086.5465282634,85267.5372057499,83862.2922104496,78548.5353724289,1.10191576319125,0.700040513781071
"Q9DBL7","Coasy","Bifunctional coenzyme A synthase;Phosphopantetheine adenylyltransferase;Dephospho-CoA kinase",0.314174894217207,6,6,24,66869.5918469486,54585.3520697257,46752.270044499,56496.6808517946,52168.6001887258,49174.9195643623,55139.6288597388,55855.0906652792,1.1682792578785,0.556180153189667
"Q9DBN5","Lonp2","Lon protease homolog 2, peroxisomal",0.914315937940762,6,12,24,144082.923371607,138779.049469336,132144.962780302,143376.712637277,127314.741466288,130209.435110949,127237.24845362,122780.6446695,1.04632335250291,0.937319060934925
"Q9DBP5","Cmpk1","UMP-CMP kinase",0.0734478935698448,6,18,24,108741.984034296,99536.0134055774,83637.3553493895,89787.4945080835,96014.3610750564,89862.8367489151,82573.1412683467,81417.2803656675,1.23190983286854,0.105372697853658
"Q9DBR0","Akap8","A-kinase anchor protein 8",0.314174894217207,6,6,24,36703.2308672345,25123.4687688917,24235.8058087678,32743.2813510847,25904.9640335308,28901.2295163837,28947.4285962767,30208.4899127123,1.18367699836296,0.594725516101496
"Q9DBR1","Xrn2","5-3 exoribonuclease 2",0.220028208744711,18,12,24,37564.3530327286,42761.6816959587,43527.0864218921,42632.0526074413,41800.8966139536,43720.3997518724,45028.3135289537,50968.6856253123,1.17936677134445,0.31567419287529
"Q9DBR3","Armc8","Armadillo repeat-containing protein 8",0.442350332594235,6,18,24,22817.8694416358,22393.5211631277,23937.7315948461,21410.3603018209,23228.7848455579,22728.9377867076,21554.9943926362,22294.5691519583,1.05358033665038,0.648383795842832
"Q9DBR7","Ppp1r12a","Protein phosphatase 1 regulatory subunit 12A",0.0736953455571227,6,12,24,154708.535792858,148383.997949739,132882.299371273,133967.711253981,137369.620573209,132937.656906489,119546.601948916,128359.466493498,1.15707098053557,0.293347078926338
"Q9DBS1","Tmem43","Transmembrane protein 43",0.750554323725055,24,12,24,838929.029909916,804944.954703112,894885.109127274,820332.497421448,805298.791323649,813740.320923212,797969.949350975,880687.892252854,1.05086542472941,0.743390134125262
"Q9DBS5","Klc4","Kinesin light chain 4",0.0881374722838137,12,6,24,161432.573665156,188411.474179518,159228.46030062,159697.482099184,182559.085051952,163487.969680767,158108.692517698,182008.074819144,1.1089134717918,0.656994887521916
"Q9DBS9","Osbpl3","Oxysterol-binding protein-related protein 3",0.923579946146942,18,6,24,3066.60359889759,3423.01638880392,2957.7213210353,3058.00200333921,2978.53805382024,2712.4569362502,3450.5981059307,2377.83780120649,1.17890144989318,0.657310815932204
"Q9DBT5","Ampd2","AMP deaminase 2",0.258110014104372,24,18,24,6276.29170512025,6415.24610387665,5251.36629821012,6623.72835247477,5509.68894912018,5172.83812627006,6217.48324460392,7497.81427389063,1.23129548204889,0.347985786484234
"Q9DBV4","Mxra8","Matrix-remodeling-associated protein 8",0.100846262341326,12,18,24,502598.528353378,546084.198393012,553671.820961036,529557.184118986,545609.155167771,580023.092528466,538839.155111346,535752.845574777,1.07431695896241,0.365024965216623
"Q9DBW3","Natd1","Protein NATD1",0.930570953436807,12,18,24,13811.9512279762,14840.6835564698,16007.3072666643,18880.233571621,15133.6243682191,19186.8563959717,15102.2639557809,14066.2864532609,1.17556964239171,0.739902350735549
"Q9DBX2","Pdcl","Phosducin-like protein",0.914315937940762,24,12,24,41761.7165077258,44659.6203609816,44404.7035451656,43587.5424122834,45852.1588731957,40044.9701293783,41987.9064890283,45211.5031454958,1.04833805397932,0.843818256938698
"Q9DBX6","Cyp2s1","Cytochrome P450 2S1",0.442350332594235,12,18,24,38566.59836439,43509.2657385259,38999.2462865405,43501.9009710761,37255.8104190869,44034.5831711176,37958.3230968229,41260.6966692873,1.15459071156179,0.0102103244103015
"Q9DBY1","Syvn1","E3 ubiquitin-protein ligase synoviolin",0.914315937940762,12,12,24,189203.109721958,164341.904325379,176786.888018208,180265.84973105,164578.522376968,197048.590942824,182305.100760748,150060.901848678,1.09403944288471,0.806589133565517
"Q9DBY5","Cbx6","Chromobox protein homolog 6",0.314174894217207,6,18,24,54481.0139163836,46323.4290109939,38725.4099412249,40768.7832816132,39167.3422288452,41281.1497508943,39554.2958548673,37498.097095567,1.19652598511558,0.53258930838814
"Q9DBZ1","Ikbip","Inhibitor of nuclear factor kappa-B kinase-interacting protein",0.923579946146942,12,6,24,800509.345337969,814815.972382432,746747.175521739,815417.646730894,803239.458876316,807272.37479966,811976.657127781,791771.156572184,1.04065153377739,0.636828017649642
"Q9DBZ5","Eif3k","Eukaryotic translation initiation factor 3 subunit K",0.920310296191819,24,6,24,64778.0549950965,70937.0006873202,72086.9279899875,69466.7659686126,62289.9982461329,66450.6538081417,60144.8960809075,71730.727509163,1.11119585038202,0.527155353738117
"Q9DC11","Plxdc2","Plexin domain-containing protein 2",0.0193935119887165,18,12,24,237711.372826698,277307.544253261,295077.175683666,258864.245494827,262251.698696832,272760.821142127,279361.777415634,273765.657794155,1.14896276508747,0.131111038973823
"Q9DC16","Ergic1","Endoplasmic reticulum-Golgi intermediate compartment protein 1",0.846262341325811,6,12,24,775029.375561942,757626.525436191,718478.39465665,712974.777177142,717891.521539195,709476.482653433,719499.085886174,732080.952829065,1.03820881571634,0.759277917699562
"Q9DC28","Csnk1d","Casein kinase I isoform delta",0.0736953455571227,6,12,24,10415.4687257679,6698.02243567892,6316.69797834785,6421.82396282345,8810.07891887823,8088.57770861065,7064.29970801076,7739.2524474367,1.43677983475371,0.119487860815654
"Q9DC50","Crot","Peroxisomal carnitine O-octanoyltransferase",0.750554323725055,18,6,24,64184.7025962478,62076.3617769774,64236.7464778718,57210.9522028556,64544.1745585922,61020.4343567923,65110.9707343463,61497.8105275607,1.08962231799149,0.0857994716147856
"Q9DC60","Ubiad1","UbiA prenyltransferase domain-containing protein 1",0.220028208744711,6,12,24,89013.133519076,72956.921299395,66529.3394284093,77718.373157415,73794.6231379581,70082.2415290783,67634.2561663339,63492.9062590043,1.21350173968812,0.378993519840073
"Q9DC69","Ndufa9","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial",0.00352609308885755,6,12,24,559096.174568824,505511.600952681,457794.548245301,489628.022809993,514203.269725872,480740.119531948,447069.711879188,474514.216977782,1.18614414514176,0.0440859635811651
"Q9DCD0","Pgd","6-phosphogluconate dehydrogenase, decarboxylating",0.473946784922395,12,12,24,1775655.38660453,1691562.99528588,1676586.6947946,1691383.89117439,1635438.39941745,1734522.21389757,1673543.84459718,1510377.72596393,1.0700625527036,0.56078092176771
"Q9DCD2","Xab2","Pre-mRNA-splicing factor SYF1",0.442350332594235,6,6,24,27281.6951225066,20364.6035978398,21908.7641428498,23616.6892877562,23748.859421971,21836.4057723195,21586.2933752963,19428.7985457345,1.20922592388422,0.263252212469934
"Q9DCD6","Gabarap","Gamma-aminobutyric acid receptor-associated protein",0.764966740576497,12,18,24,29273.9507528923,31194.3198730299,27035.3312027051,30697.5671095589,28427.7978941255,32555.3963228799,32954.7998072394,30382.8505308212,1.1048142853675,0.615913613529446
"Q9DCE5","Pak1ip1","p21-activated protein kinase-interacting protein 1",0.923579946146942,12,18,24,18034.3451520355,17435.8860955074,14725.175587335,18494.2050223268,15746.9190419536,20784.098883433,20487.8000483883,16380.7698110522,1.1313959347247,0.853893665723658
"Q9DCG9","Trmt112","Multifunctional methyltransferase subunit TRM112-like protein",0.846614950634697,12,12,24,83866.0139376894,97156.633127919,115534.184155279,82206.8934439882,94224.5525336407,82298.6405834146,79135.852113987,89508.5361315452,1.13367818343683,0.910413051562041
"Q9DCJ5","Ndufa8","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8",0.258110014104372,12,6,24,99268.1458586921,89502.9459526864,69114.333900216,78993.610765242,75734.398211403,76694.3697953967,64989.9051679867,67455.3025880635,1.30497399102419,0.292869393961744
"Q9DCJ9","Npl","N-acetylneuraminate lyase",0.764966740576497,24,6,24,21482.9432907239,22836.6734167401,24551.1043803799,24479.5243384432,19861.4254192669,20865.707596263,19838.4149975967,22304.6205287669,1.13157235983881,0.649547925402402
"Q9DCL8","Ppp1r2","Protein phosphatase inhibitor 2",0.220028208744711,6,12,24,257893.946929767,230152.524764466,223374.134276453,247632.177861333,250277.767794607,251960.319514925,240769.948224031,236397.100381336,1.09485768295634,0.382551246825279
"Q9DCL9","Paics","Multifunctional protein ADE2;Phosphoribosylaminoimidazole-succinocarboxamide synthase;Phosphoribosylaminoimidazole carboxylase",0.750554323725055,24,12,24,128017.671344855,128997.478243471,122345.540932924,127387.445685972,113334.32594142,100220.76443353,114838.812741827,129160.191990896,1.1192287083292,0.711325904494501
